Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.00133,0.0
4,5,1,0,1,4,0,4,1,0,0,1,0,0,0,0,0,0.00133,0.0
5,6,1,0,1,5,0,5,1,0,0,1,0,0,0,0,0,0.00167,0.0
6,6,2,0,1,5,0,5,2,0,0,1,0,0,0,0,0,0.00167,0.0
7,7,2,0,1,6,0,6,2,0,0,1,0,0,0,0,0,0.002,0.0
8,10,2,0,2,8,0,8,2,0,0,2,0,0,0,0,0,0.00267,0.0
9,10,3,0,3,7,0,7,3,0,0,3,0,0,0,0,0,0.00233,0.0
10,11,3,0,3,8,0,8,3,0,0,3,0,0,0,0,0,0.00267,0.0
11,17,3,0,5,12,0,12,3,0,0,5,0,0,0,0,0,0.004,0.0
12,21,4,0,5,16,1,16,4,1,0,5,0,0,0,0,0,0.00533,0.0
13,27,4,0,5,22,1,22,4,1,0,5,0,0,0,0,0,0.00733,0.0
14,35,5,0,5,30,2,30,5,2,0,5,0,0,0,0,0,0.01,0.0
15,48,6,0,7,41,1,41,6,1,0,7,0,0,0,0,0,0.01367,0.0
16,53,6,0,7,46,3,46,6,3,0,7,0,0,0,0,0,0.01533,0.0
17,74,9,0,8,66,5,65,9,5,0,8,1,0,0,0,0,0.022,0.0
18,96,12,0,12,84,5,82,12,5,0,12,2,0,0,0,0,0.028,0.0
19,125,16,1,14,110,4,101,15,4,1,14,9,1,0,0,0,0.03667,0.008
20,164,22,1,16,147,7,135,21,7,1,16,12,1,0,0,0,0.049,0.0061
21,201,35,1,17,183,7,162,32,7,1,17,21,3,0,0,0,0.061,0.00498
22,268,47,1,20,247,6,205,43,6,1,20,42,4,0,0,0,0.08233,0.00373
23,343,65,1,24,318,13,258,60,11,1,23,60,5,2,0,1,0.106,0.00292
24,457,87,1,38,418,23,330,77,19,1,36,88,10,4,0,2,0.13933,0.00219
25,580,111,1,50,529,29,395,95,25,1,47,134,16,4,0,3,0.17633,0.00172
26,638,147,1,61,576,36,423,128,31,1,53,153,19,5,0,8,0.192,0.00157
27,709,182,1,85,623,39,457,152,34,1,73,166,30,5,0,12,0.20767,0.00141
28,782,216,1,105,676,43,489,185,38,1,90,187,31,5,0,15,0.22533,0.00128
29,866,255,1,142,723,51,506,208,43,1,121,217,47,8,0,21,0.241,0.00115
30,939,295,1,179,759,56,527,235,45,1,148,232,60,11,0,31,0.253,0.00106
31,1013,350,2,224,787,66,541,278,49,2,182,246,72,17,0,42,0.26233,0.00197
32,1096,401,2,270,824,74,559,311,51,2,214,265,90,23,0,56,0.27467,0.00182
33,1171,452,2,321,848,82,567,341,57,2,249,281,111,25,0,72,0.28267,0.00171
34,1259,495,2,376,881,83,572,371,53,2,286,309,124,30,0,90,0.29367,0.00159
35,1352,540,3,459,890,83,566,395,49,3,342,324,145,34,0,117,0.29667,0.00222
36,1419,583,4,542,873,82,544,423,49,4,399,329,160,33,0,143,0.291,0.00282
37,1500,636,5,607,888,82,529,460,47,5,441,359,176,35,0,166,0.296,0.00333
38,1565,680,5,688,872,95,503,481,58,5,491,369,199,37,0,197,0.29067,0.00319
39,1631,732,7,752,872,105,477,515,60,6,535,395,217,45,1,217,0.29067,0.00429
40,1704,781,8,836,860,101,456,539,60,7,596,404,242,41,1,240,0.28667,0.00469
41,1791,829,11,917,863,96,415,561,57,8,653,448,268,39,3,264,0.28767,0.00614
42,1866,872,12,999,855,98,404,580,61,8,687,451,292,37,4,312,0.285,0.00643
43,1932,924,13,1074,845,101,382,608,58,9,726,463,316,43,4,348,0.28167,0.00673
44,1985,977,13,1150,822,98,350,625,52,9,775,472,352,46,4,375,0.274,0.00655
45,2041,1011,16,1238,787,96,316,641,53,11,823,471,370,43,5,415,0.26233,0.00784
46,2083,1054,17,1320,746,87,287,661,44,12,864,459,393,43,5,456,0.24867,0.00816
47,2133,1092,19,1385,729,87,276,674,43,13,897,453,418,44,6,488,0.243,0.00891
48,2177,1131,20,1461,696,81,256,692,33,14,931,440,439,48,6,530,0.232,0.00919
49,2219,1183,22,1533,664,79,233,708,29,14,963,431,475,50,8,570,0.22133,0.00991
50,2254,1223,22,1605,627,81,213,722,28,14,991,414,501,53,8,614,0.209,0.00976
51,2293,1266,23,1669,601,75,193,734,25,14,1021,408,532,50,9,648,0.20033,0.01003
52,2327,1296,23,1745,559,65,173,742,20,14,1050,386,554,45,9,695,0.18633,0.00988
