Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.23733,0.0,0,0
2,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.23733,0.0,0,0
3,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.23733,0.0,0,0
4,6,0,0,0,6,0,0,4,0,0,0,0,2,0,0,0,0,0.0,0.002,0.23733,0.0,0,0
5,7,0,0,0,7,0,0,5,0,0,0,0,2,0,0,0,0,0.0,0.00233,0.23733,0.0,0,0
6,9,0,0,0,9,0,0,6,0,0,0,0,3,0,0,0,0,0.0,0.003,0.23733,0.0,0,0
7,10,0,0,1,9,0,0,6,0,0,0,1,3,0,0,0,0,0.0,0.003,0.23767,0.0,0,0
8,12,1,0,3,9,0,0,6,1,0,0,2,3,0,0,0,1,0.0,0.003,0.23833,0.0,0,0
9,12,2,0,3,9,1,0,6,2,0,0,2,3,0,0,0,1,0.00033,0.003,0.23833,0.0,0,0
10,12,2,0,4,8,1,0,6,2,0,0,2,2,0,0,0,2,0.00033,0.00267,0.23867,0.0,0,0
11,14,2,0,5,9,1,1,6,2,1,0,3,3,0,0,0,2,0.00033,0.003,0.239,0.0,0,0
12,15,3,0,6,9,2,1,6,3,1,0,4,3,0,0,0,2,0.00067,0.003,0.23933,0.0,0,0
13,16,3,0,6,10,2,2,4,3,2,0,4,6,0,0,0,2,0.00067,0.00333,0.23933,0.0,0,0
14,16,4,0,6,10,3,2,4,4,2,0,4,6,0,0,0,2,0.001,0.00333,0.23933,0.0,0,0
15,18,4,0,7,11,3,2,5,4,2,0,4,6,0,0,0,3,0.001,0.00367,0.23967,0.0,0,0
16,21,4,0,8,13,2,1,7,4,1,0,5,6,0,0,0,3,0.00067,0.00433,0.24,0.0,0,0
17,23,4,0,11,12,0,1,6,4,0,0,7,6,0,1,0,4,0.0,0.004,0.241,0.0,0,0
18,26,5,0,12,14,1,1,7,4,0,0,7,7,1,1,0,5,0.00033,0.00467,0.24133,0.0,0,0
19,27,5,0,12,15,1,1,7,4,0,0,7,8,1,1,0,5,0.00033,0.005,0.24133,0.0,0,0
20,28,5,0,12,16,1,1,5,4,0,0,7,11,1,1,0,5,0.00033,0.00533,0.24133,0.0,0,0
21,28,6,0,13,15,2,1,5,4,0,0,7,10,2,1,0,6,0.00067,0.005,0.24167,0.0,0,0
22,30,8,1,15,14,1,0,5,5,0,0,7,9,3,0,1,8,0.00033,0.00467,0.24241,0.03333,0,0
23,33,8,1,16,16,0,0,3,5,0,0,8,13,3,0,1,8,0.0,0.00534,0.24275,0.0303,0,0
24,34,9,1,16,17,1,0,3,6,0,0,8,14,3,0,1,8,0.00033,0.00567,0.24275,0.02941,0,0
25,35,9,1,18,16,0,0,1,6,0,0,10,15,3,0,1,8,0.0,0.00534,0.24341,0.02857,0,0
26,35,9,1,18,16,0,0,1,6,0,0,10,15,3,0,1,8,0.0,0.00534,0.24341,0.02857,0,0
27,37,9,1,19,17,0,2,1,6,0,0,10,16,3,2,1,9,0.0,0.00567,0.24375,0.02703,0,0
28,38,11,1,20,17,2,2,1,6,0,0,10,16,5,2,1,10,0.00067,0.00567,0.24408,0.02632,0,0
29,39,13,1,24,14,4,3,0,6,0,0,11,14,7,3,1,13,0.00133,0.00467,0.24542,0.02564,0,0
30,40,14,1,25,14,5,3,0,6,0,0,11,14,8,3,1,14,0.00167,0.00467,0.24575,0.025,0,0
31,41,14,1,27,13,5,4,0,6,0,0,11,13,8,4,1,16,0.00167,0.00433,0.24642,0.02439,0,0
32,44,15,2,30,12,2,2,0,6,0,0,11,12,9,2,2,19,0.00067,0.004,0.2475,0.04545,0,0
33,46,16,2,31,13,3,2,0,6,0,0,11,13,10,2,2,20,0.001,0.00434,0.24783,0.04348,0,0
34,48,17,2,33,13,4,3,0,6,0,0,11,13,11,3,2,22,0.00133,0.00434,0.2485,0.04167,0,0
35,49,18,2,33,14,5,3,0,6,0,0,11,14,12,3,2,22,0.00167,0.00467,0.2485,0.04082,0,0
36,51,18,2,34,15,4,2,0,6,0,0,11,15,12,2,2,23,0.00133,0.005,0.24883,0.03922,0,0
37,52,18,2,34,16,4,2,0,6,0,0,11,16,12,2,2,23,0.00133,0.00534,0.24883,0.03846,0,0
38,54,18,3,34,17,3,1,0,6,0,0,11,17,12,1,3,23,0.001,0.00567,0.24892,0.05556,0,0
39,56,19,3,35,18,3,2,0,6,0,0,11,18,13,2,3,24,0.001,0.00601,0.24925,0.05357,0,0
40,60,21,3,35,22,5,2,0,6,0,0,11,22,15,2,3,24,0.00167,0.00734,0.24925,0.05,0,0
41,63,22,4,36,23,5,1,0,6,0,0,11,23,16,1,4,25,0.00167,0.00768,0.24967,0.06349,0,0
42,69,23,4,39,26,4,1,1,6,0,0,12,25,17,1,4,27,0.00134,0.00868,0.25067,0.05797,0,0
43,74,24,4,43,27,3,1,1,6,0,0,12,26,18,1,4,31,0.001,0.00901,0.252,0.05405,0,0
44,75,24,4,45,26,1,4,1,6,0,0,12,25,18,4,4,33,0.00033,0.00868,0.25267,0.05333,0,0
45,77,27,4,45,28,4,4,1,6,0,0,12,27,21,4,4,33,0.00134,0.00935,0.25267,0.05195,0,0
46,80,28,4,48,28,3,3,1,6,0,0,12,27,22,3,4,36,0.001,0.00935,0.25367,0.05,0,0
47,87,29,4,48,35,4,4,2,6,0,0,12,33,23,4,4,36,0.00134,0.01168,0.25367,0.04598,0,0
48,91,29,4,50,37,3,4,2,6,0,0,12,35,23,4,4,38,0.001,0.01235,0.25434,0.04396,0,0
49,96,30,4,50,42,4,4,2,6,0,0,12,40,24,4,4,38,0.00134,0.01402,0.25434,0.04167,0,0
50,101,31,4,56,41,3,3,2,6,0,0,12,39,25,3,4,44,0.001,0.01368,0.25634,0.0396,0,0
51,106,33,4,60,42,5,4,2,6,0,0,13,40,27,4,4,47,0.00167,0.01402,0.25768,0.03774,0,0
52,109,33,4,61,44,4,3,1,6,0,0,13,43,27,3,4,48,0.00134,0.01469,0.25801,0.0367,0,0
53,116,33,4,64,48,4,5,5,6,1,0,13,43,27,4,4,51,0.00134,0.01602,0.25901,0.03448,0,0
54,121,37,4,67,50,8,5,5,7,1,0,13,45,30,4,4,54,0.00267,0.01669,0.26001,0.03306,0,0
55,127,39,5,73,49,6,4,6,7,1,0,13,43,32,3,5,60,0.002,0.01636,0.2621,0.03937,0,0
56,137,41,5,75,57,8,6,9,7,2,0,13,48,34,4,5,62,0.00267,0.01903,0.26277,0.0365,0,0
57,146,44,5,82,59,9,7,12,9,3,0,13,47,35,4,5,69,0.00301,0.0197,0.26511,0.03425,0,0
58,160,46,5,83,72,11,7,15,9,3,0,13,57,37,4,5,70,0.00367,0.02404,0.26544,0.03125,0,0
59,170,48,6,90,74,9,3,16,11,2,0,14,58,37,1,6,76,0.00301,0.02472,0.26787,0.03529,0,0
60,175,50,6,92,77,10,2,15,11,1,0,15,62,39,1,6,77,0.00334,0.02572,0.26854,0.03429,0,0
61,187,50,6,98,83,8,3,22,11,1,0,15,61,39,2,6,83,0.00267,0.02772,0.27054,0.03209,0,0
62,199,51,7,102,90,7,4,26,11,1,0,16,64,40,3,7,86,0.00234,0.03007,0.27197,0.03518,0,0
63,207,54,7,107,93,10,5,33,11,1,0,17,60,43,4,7,90,0.00334,0.03107,0.27364,0.03382,0,0
64,214,56,8,116,90,10,6,32,12,1,1,21,58,44,5,7,95,0.00334,0.03008,0.27674,0.03738,0,0
65,226,58,8,122,96,9,5,35,14,1,1,21,61,44,4,7,101,0.00301,0.03209,0.27874,0.0354,0,0
66,240,60,8,131,101,11,7,41,15,2,1,24,60,45,5,7,107,0.00368,0.03376,0.28175,0.03333,0,0
67,251,63,8,135,108,14,8,44,17,2,1,24,64,46,6,7,111,0.00468,0.0361,0.28309,0.03187,0,0
68,261,64,8,139,114,14,13,47,17,4,1,25,67,47,9,7,114,0.00468,0.0381,0.28443,0.03065,0,0
69,273,69,8,148,117,16,11,52,19,4,1,30,65,50,7,7,118,0.00535,0.0391,0.28743,0.0293,0,0
70,295,73,8,162,125,18,12,65,22,6,1,30,60,51,6,7,132,0.00602,0.04178,0.29211,0.02712,0,0
71,312,78,9,175,128,17,9,70,26,6,1,35,58,52,3,8,140,0.00568,0.0428,0.29656,0.02885,0,0
72,327,79,10,186,131,13,7,72,27,5,2,44,59,52,2,8,142,0.00435,0.04381,0.30033,0.03058,0,0
73,340,80,10,191,139,12,8,73,28,4,2,47,66,52,4,8,144,0.00401,0.04649,0.30201,0.02941,0,0
74,354,84,10,204,140,10,8,76,28,5,2,51,64,56,3,8,153,0.00334,0.04682,0.30635,0.02825,0,0
75,362,88,10,211,141,12,11,78,31,8,2,53,63,57,3,8,158,0.00401,0.04716,0.3087,0.02762,0,0
76,373,94,10,224,139,15,12,81,37,8,2,60,58,57,4,8,164,0.00502,0.04649,0.31304,0.02681,0,0
77,385,96,11,234,140,15,13,76,38,8,3,65,64,58,5,8,169,0.00502,0.04684,0.31649,0.02857,0,0
78,400,99,11,251,138,15,11,75,39,9,3,74,63,60,2,8,177,0.00502,0.04617,0.32218,0.0275,0,0
79,416,103,12,265,139,14,11,71,41,8,4,85,68,62,3,8,180,0.00469,0.04652,0.32697,0.02885,0,0
80,427,110,12,275,140,18,9,72,44,6,4,88,68,66,3,8,187,0.00602,0.04685,0.33032,0.0281,0,0
81,444,114,12,285,147,20,8,77,45,5,4,95,70,69,3,8,190,0.00669,0.0492,0.33367,0.02703,0,0
82,461,117,12,300,149,19,9,78,46,6,4,103,71,71,3,8,197,0.00636,0.04987,0.33869,0.02603,0,0
83,476,121,12,312,152,18,7,83,49,4,4,109,69,72,3,8,203,0.00602,0.05087,0.3427,0.02521,0,0
84,489,121,12,327,150,13,9,80,49,5,4,119,70,72,4,8,208,0.00435,0.0502,0.34772,0.02454,0,0
85,504,125,12,345,147,13,15,79,51,9,4,129,68,74,6,8,216,0.00435,0.0492,0.35375,0.02381,0,0
86,521,133,12,356,153,18,17,80,55,10,4,135,73,78,7,8,221,0.00602,0.0512,0.35743,0.02303,0,0
87,540,140,12,365,163,22,22,88,58,14,4,138,75,82,8,8,227,0.00736,0.05455,0.36044,0.02222,0,0
