Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0.0,0.0
2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0.0,0.0
3,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0018,0.0,0.0,0.0,0.0
4,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0018,0.0,0.0,0.0,0.0
5,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0018,0.0,0.0,0.0,0.0
6,13,0,0,0,13,0,2,13,0,2,0,0,0,0,0,0,0,0.0,0.0026,0.0,0.0,0.0,0.0
7,15,2,0,0,15,2,3,15,2,3,0,0,0,0,0,0,0,0.0004,0.003,0.0,0.0,0.0,0.0
8,19,3,0,0,19,3,3,19,3,3,0,0,0,0,0,0,0,0.0006,0.0038,0.0,0.0,0.0,0.0
9,20,3,0,1,19,3,3,19,3,3,0,1,0,0,0,0,0,0.0006,0.0038,0.0002,0.0,0.0,0.0
10,21,3,0,1,20,3,3,20,3,3,0,1,0,0,0,0,0,0.0006,0.004,0.0002,0.0,0.0,0.0
11,25,3,0,1,24,3,4,24,3,4,0,1,0,0,0,0,0,0.0006,0.0048,0.0002,0.0,0.0,0.0
12,30,5,1,2,27,4,3,27,5,3,1,2,0,0,0,0,0,0.0008,0.0054,0.0004,0.03333,0.0,0.0
13,39,8,1,7,31,4,2,31,8,2,1,7,0,0,0,0,0,0.0008,0.0062,0.0014,0.02564,0.0,0.0
14,43,9,1,8,34,5,2,34,9,2,1,8,0,0,0,0,0,0.001,0.0068,0.0016,0.02326,0.0,0.0
15,52,12,1,10,41,7,4,41,12,4,1,10,0,0,0,0,0,0.0014,0.0082,0.002,0.01923,0.0,0.0
16,57,14,1,11,45,8,5,45,14,5,1,11,0,0,0,0,0,0.0016,0.009,0.0022,0.01754,0.0,0.0
17,65,15,1,14,50,8,6,50,15,6,1,14,0,0,0,0,0,0.0016,0.01,0.0028,0.01538,0.0,0.0
18,76,17,1,14,61,10,6,58,17,6,1,14,3,0,0,0,0,0.002,0.0122,0.0028,0.01316,0.0,0.0
19,84,18,1,17,66,10,9,63,18,8,1,17,3,0,1,0,0,0.002,0.0132,0.0034,0.0119,0.0,0.0
20,89,22,2,20,67,11,9,63,21,8,2,20,4,1,1,0,0,0.0022,0.01341,0.004,0.02247,0.0,0.0
21,102,26,2,23,77,13,9,71,25,8,2,23,6,1,1,0,0,0.0026,0.01541,0.0046,0.01961,0.0,0.0
22,112,27,2,30,80,11,8,75,26,8,2,29,5,1,0,0,1,0.0022,0.01601,0.006,0.01786,0.0,0.0
23,121,30,2,33,86,12,7,81,29,7,2,32,5,1,0,0,1,0.0024,0.01721,0.0066,0.01653,0.0,0.0
24,131,31,2,40,89,10,6,84,30,6,2,39,5,1,0,0,1,0.002,0.01781,0.008,0.01527,0.0,0.0
25,140,31,2,44,94,9,5,88,30,5,2,42,6,1,0,0,2,0.0018,0.01881,0.0088,0.01429,0.0,0.0
26,144,31,2,49,93,8,7,86,30,7,2,45,7,1,0,0,4,0.0016,0.01861,0.0098,0.01389,0.0,0.0
27,152,35,2,54,96,12,8,87,33,8,2,50,9,2,0,0,4,0.0024,0.01921,0.0108,0.01316,0.0,0.0
28,163,42,2,63,98,16,5,87,38,5,2,59,11,4,0,0,4,0.0032,0.01961,0.01261,0.01227,0.0,0.0
29,176,43,2,75,99,13,5,85,39,4,2,68,14,4,1,0,7,0.0026,0.01981,0.01501,0.01136,0.0,0.0
