Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
4,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
5,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
6,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
7,4,1,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0.00133,0.0
8,5,1,0,1,4,0,4,1,0,0,1,0,0,0,0,0,0.00133,0.0
9,6,1,0,1,5,0,5,1,0,0,1,0,0,0,0,0,0.00167,0.0
10,7,1,0,1,6,0,6,1,0,0,1,0,0,0,0,0,0.002,0.0
11,9,1,0,1,8,0,8,1,0,0,1,0,0,0,0,0,0.00267,0.0
12,9,1,0,1,8,0,8,1,0,0,1,0,0,0,0,0,0.00267,0.0
13,9,1,0,2,7,0,7,1,0,0,2,0,0,0,0,0,0.00233,0.0
14,12,1,0,3,9,0,9,1,0,0,3,0,0,0,0,0,0.003,0.0
15,14,1,0,3,11,0,11,1,0,0,3,0,0,0,0,0,0.00367,0.0
16,15,1,0,4,11,0,11,1,0,0,4,0,0,0,0,0,0.00367,0.0
17,20,2,0,6,14,2,14,2,2,0,6,0,0,0,0,0,0.00467,0.0
18,30,4,0,6,24,2,24,4,2,0,6,0,0,0,0,0,0.008,0.0
19,37,6,0,6,31,2,31,6,2,0,6,0,0,0,0,0,0.01033,0.0
20,51,8,0,6,45,3,45,8,3,0,6,0,0,0,0,0,0.015,0.0
21,64,13,0,7,57,3,57,13,3,0,7,0,0,0,0,0,0.019,0.0
22,78,15,1,10,67,5,66,15,5,1,10,1,0,0,0,0,0.02233,0.01282
23,106,22,1,13,92,5,88,22,5,1,13,4,0,0,0,0,0.03067,0.00943
24,139,30,1,15,123,6,117,30,5,1,15,6,0,1,0,0,0.041,0.00719
25,174,39,1,17,156,11,145,37,10,1,17,11,2,1,0,0,0.052,0.00575
26,220,47,1,21,198,11,180,45,10,1,21,18,2,1,0,0,0.066,0.00455
27,285,61,1,25,259,14,226,59,13,1,25,33,2,1,0,0,0.08633,0.00351
28,367,80,1,33,333,18,292,77,16,1,31,41,3,2,0,2,0.111,0.00272
29,465,99,1,43,421,19,357,96,17,1,41,64,3,2,0,2,0.14033,0.00215
30,594,115,1,56,537,21,451,109,19,1,52,86,6,2,0,4,0.179,0.00168
31,645,140,2,66,577,32,483,131,27,2,59,94,9,5,0,7,0.19233,0.0031
32,698,180,2,91,605,34,507,165,28,2,78,98,15,6,0,13,0.20167,0.00287
33,749,217,2,118,629,48,525,198,38,2,102,104,19,10,0,16,0.20967,0.00267
34,815,260,2,145,668,56,555,233,44,2,124,113,27,12,0,21,0.22267,0.00245
35,879,304,2,175,702,70,581,268,53,2,152,121,36,17,0,23,0.234,0.00228
36,947,351,2,231,714,91,587,305,68,2,202,127,46,23,0,29,0.238,0.00211
37,1025,404,2,283,740,100,600,350,77,2,245,140,54,23,0,38,0.24667,0.00195
38,1100,455,2,338,760,103,611,394,79,2,291,149,61,24,0,47,0.25333,0.00182
39,1168,494,5,402,761,94,604,426,75,4,338,157,68,19,1,64,0.25367,0.00428
40,1223,535,5,467,751,92,579,462,74,4,391,172,73,18,1,76,0.25033,0.00409
41,1288,572,6,554,728,86,539,492,67,5,468,189,80,19,1,86,0.24267,0.00466
42,1352,596,7,626,719,86,512,506,63,6,527,207,90,23,1,99,0.23967,0.00518
43,1406,633,8,698,700,86,482,526,63,7,585,218,107,23,1,113,0.23333,0.00569
44,1468,675,8,761,699,86,472,558,61,7,632,227,117,25,1,129,0.233,0.00545
45,1518,714,8,826,684,79,440,577,56,7,688,244,137,23,1,138,0.228,0.00527
46,1570,751,10,894,666,77,412,598,48,9,738,254,153,29,1,156,0.222,0.00637
47,1626,789,10,957,659,85,387,612,50,9,785,272,177,35,1,172,0.21967,0.00615
48,1665,832,10,1014,641,92,368,637,54,9,819,273,195,38,1,195,0.21367,0.00601
49,1710,860,11,1070,629,96,345,652,56,10,857,284,208,40,1,213,0.20967,0.00643
50,1768,895,13,1157,598,88,303,669,52,10,920,295,226,36,3,237,0.19933,0.00735
51,1811,929,15,1217,579,74,272,687,41,11,962,307,242,33,4,255,0.193,0.00828
52,1854,962,15,1283,556,63,238,699,33,11,1003,318,263,30,4,280,0.18533,0.00809
53,1889,984,16,1332,541,60,213,704,30,11,1035,328,280,30,5,297,0.18033,0.00847
54,1927,1007,18,1389,520,53,193,711,24,13,1060,327,296,29,5,329,0.17333,0.00934
