Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
2,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
3,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
5,4,0,0,0,4,0,1,4,0,1,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
6,4,1,0,1,3,1,1,3,1,1,0,1,0,0,0,0,0,0.00033,0.001,0.00033,0.0,0.0,0.0
7,4,1,0,1,3,1,1,3,1,1,0,1,0,0,0,0,0,0.00033,0.001,0.00033,0.0,0.0,0.0
8,4,1,0,1,3,1,1,3,1,1,0,1,0,0,0,0,0,0.00033,0.001,0.00033,0.0,0.0,0.0
9,4,2,0,1,3,2,1,3,2,1,0,1,0,0,0,0,0,0.00067,0.001,0.00033,0.0,0.0,0.0
10,4,2,0,1,3,2,1,3,2,1,0,1,0,0,0,0,0,0.00067,0.001,0.00033,0.0,0.0,0.0
11,4,2,0,3,1,1,1,1,2,1,0,3,0,0,0,0,0,0.00033,0.00033,0.001,0.0,0.0,0.0
12,7,2,0,3,4,1,1,4,2,1,0,3,0,0,0,0,0,0.00033,0.00133,0.001,0.0,0.0,0.0
13,7,2,0,4,3,0,0,3,2,0,0,4,0,0,0,0,0,0.0,0.001,0.00133,0.0,0.0,0.0
14,8,2,0,4,4,0,0,4,2,0,0,4,0,0,0,0,0,0.0,0.00133,0.00133,0.0,0.0,0.0
15,8,2,0,4,4,0,1,4,2,1,0,4,0,0,0,0,0,0.0,0.00133,0.00133,0.0,0.0,0.0
16,8,3,0,4,4,1,1,4,3,1,0,4,0,0,0,0,0,0.00033,0.00133,0.00133,0.0,0.0,0.0
17,8,3,0,4,4,1,1,4,3,1,0,4,0,0,0,0,0,0.00033,0.00133,0.00133,0.0,0.0,0.0
18,12,3,0,4,8,1,1,8,3,1,0,4,0,0,0,0,0,0.00033,0.00267,0.00133,0.0,0.0,0.0
19,13,3,0,4,9,1,1,9,3,1,0,4,0,0,0,0,0,0.00033,0.003,0.00133,0.0,0.0,0.0
20,15,3,0,6,9,1,1,9,3,1,0,6,0,0,0,0,0,0.00033,0.003,0.002,0.0,0.0,0.0
21,16,3,0,6,10,1,1,10,3,1,0,6,0,0,0,0,0,0.00033,0.00333,0.002,0.0,0.0,0.0
22,17,3,0,7,10,0,1,9,3,1,0,7,1,0,0,0,0,0.0,0.00333,0.00233,0.0,0.0,0.0
23,20,4,0,8,12,1,1,12,4,1,0,8,0,0,0,0,0,0.00033,0.004,0.00267,0.0,0.0,0.0
