Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
2,2,1,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0.00067,0.0
3,5,2,0,0,5,1,5,2,1,0,0,0,0,0,0,0,0.00167,0.0
4,7,2,0,0,7,1,7,2,1,0,0,0,0,0,0,0,0.00233,0.0
5,12,2,0,0,12,1,12,2,1,0,0,0,0,0,0,0,0.004,0.0
6,14,2,0,0,14,2,14,2,2,0,0,0,0,0,0,0,0.00467,0.0
7,17,2,0,0,17,2,17,2,2,0,0,0,0,0,0,0,0.00567,0.0
8,22,4,0,0,22,2,21,4,2,0,0,1,0,0,0,0,0.00733,0.0
9,32,5,0,1,31,2,28,5,2,0,1,3,0,0,0,0,0.01033,0.0
10,37,6,0,2,35,1,32,6,1,0,2,3,0,0,0,0,0.01167,0.0
11,51,8,0,3,48,1,44,7,1,0,3,4,1,0,0,0,0.016,0.0
12,71,12,0,5,66,1,59,11,1,0,5,7,1,0,0,0,0.022,0.0
13,89,21,0,7,82,1,74,20,1,0,6,8,1,0,0,1,0.02733,0.0
14,114,23,0,8,106,3,96,22,2,0,7,10,1,1,0,1,0.03533,0.0
15,143,30,0,11,132,3,116,28,2,0,10,16,2,1,0,1,0.044,0.0
16,190,35,0,16,174,6,148,31,5,0,15,26,4,1,0,1,0.058,0.0
17,233,48,0,19,214,8,184,42,6,0,18,30,6,2,0,1,0.07133,0.0
18,293,58,0,28,265,11,227,51,8,0,25,38,7,3,0,3,0.08833,0.0
19,369,72,1,37,331,11,280,64,9,1,33,51,8,2,0,4,0.11033,0.00271
20,460,90,1,48,411,15,345,77,12,1,43,66,13,3,0,5,0.137,0.00217
21,558,111,1,59,498,21,414,96,17,1,52,84,15,4,0,7,0.166,0.00179
22,680,144,1,71,608,34,483,122,27,1,60,125,22,7,0,11,0.20267,0.00147
23,809,186,1,95,713,45,561,156,36,1,79,152,30,9,0,16,0.23767,0.00124
24,979,230,1,118,860,57,659,192,45,1,98,201,38,12,0,20,0.28667,0.00102
25,1169,293,1,151,1017,66,736,242,53,1,124,281,51,13,0,27,0.339,0.00086
26,1379,364,1,199,1179,81,829,299,66,1,161,350,65,15,0,38,0.393,0.00073
27,1604,439,1,241,1362,98,907,348,75,1,192,455,91,23,0,49,0.454,0.00062
28,1831,513,1,300,1530,112,975,389,85,1,242,555,124,27,0,58,0.51,0.00055
29,2030,596,1,353,1676,139,1020,444,98,1,278,656,152,41,0,75,0.55867,0.00049
30,2227,707,3,442,1782,148,1017,510,98,3,338,765,197,50,0,104,0.594,0.00135
31,2393,818,3,549,1841,165,989,573,101,3,420,852,245,64,0,129,0.61367,0.00125
32,2519,922,4,651,1864,181,955,626,104,4,487,909,296,77,0,164,0.62133,0.00159
33,2633,1040,5,789,1839,190,883,682,99,5,581,956,358,91,0,208,0.613,0.0019
34,2734,1148,6,935,1793,204,809,725,94,6,671,984,423,110,0,264,0.59767,0.00219
35,2799,1260,6,1097,1696,204,734,774,91,6,771,962,486,113,0,326,0.56533,0.00214
36,2850,1354,6,1257,1587,213,660,813,99,6,858,927,541,114,0,399,0.529,0.00211
37,2885,1450,7,1414,1464,206,610,847,91,6,926,854,603,115,1,488,0.488,0.00243
38,2926,1513,11,1590,1325,200,536,869,86,7,1008,789,644,114,4,582,0.44167,0.00376
39,2944,1577,12,1772,1160,190,442,897,77,7,1113,718,680,113,5,659,0.38667,0.00408
40,2959,1628,15,1971,973,172,351,914,69,8,1198,622,714,103,7,773,0.32433,0.00507
41,2972,1680,20,2106,846,158,298,929,58,9,1258,548,751,100,11,848,0.282,0.00673
42,2979,1729,21,2282,676,127,224,946,44,9,1335,452,783,83,12,947,0.22533,0.00705
43,2984,1757,26,2392,566,98,192,959,31,10,1372,374,798,67,16,1020,0.18867,0.00871
44,2986,1774,27,2498,461,80,161,964,24,11,1407,300,810,56,16,1091,0.15367,0.00904
