Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
8,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
9,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
10,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
11,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
12,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
13,6,2,0,0,6,0,6,2,0,0,0,0,0,0,0,0,0.0,0.0
14,7,2,0,1,6,0,6,2,0,0,1,0,0,0,0,0,0.0,0.0
15,13,2,0,2,11,0,11,2,0,0,2,0,0,0,0,0,0.0,0.0
16,22,3,0,2,20,1,20,3,1,0,2,0,0,0,0,0,0.0,0.0
17,27,6,0,2,25,2,25,6,2,0,2,0,0,0,0,0,0.0,0.0
18,36,8,0,2,34,2,34,8,2,0,2,0,0,0,0,0,0.0,0.0
19,53,9,0,5,48,3,48,9,3,0,5,0,0,0,0,0,0.0,0.0
20,68,11,0,5,63,4,63,11,4,0,5,0,0,0,0,0,0.01,0.0
21,94,14,0,5,89,4,89,14,4,0,5,0,0,0,0,0,0.01,0.0
22,122,20,0,7,115,6,115,20,6,0,7,0,0,0,0,0,0.01,0.0
23,159,28,0,8,151,7,151,28,7,0,8,0,0,0,0,0,0.02,0.0
24,202,33,1,9,192,9,190,33,9,1,9,2,0,0,0,0,0.02,0.0
25,243,49,1,13,229,13,227,49,13,1,13,2,0,0,0,0,0.02,0.0
26,312,61,2,20,290,13,286,61,13,2,20,4,0,0,0,0,0.03,0.01
27,387,77,2,29,356,15,345,77,15,2,29,11,0,0,0,0,0.04,0.01
28,482,94,2,35,445,18,427,94,18,2,35,18,0,0,0,0,0.04,0.0
29,606,115,3,50,553,20,529,115,20,3,50,24,0,0,0,0,0.06,0.0
30,739,158,3,73,663,27,629,156,25,3,71,34,2,2,0,2,0.07,0.0
31,944,201,4,91,849,33,803,194,31,4,89,46,7,2,0,2,0.08,0.0
32,1175,245,4,122,1049,41,985,236,39,4,116,64,9,2,0,6,0.1,0.0
33,1470,302,4,145,1321,68,1220,291,66,4,138,101,11,2,0,7,0.13,0.0
34,1867,410,4,184,1679,86,1539,395,83,4,175,140,15,3,0,9,0.17,0.0
35,2321,504,4,244,2073,116,1885,480,109,4,231,188,24,7,0,13,0.21,0.0
36,2778,629,5,306,2467,153,2218,589,142,5,287,249,40,11,0,19,0.25,0.0
37,3280,785,5,376,2899,197,2549,730,180,5,350,350,55,17,0,26,0.29,0.0
38,3790,956,7,475,3308,234,2827,880,211,7,441,481,76,23,0,34,0.33,0.0
39,4318,1167,8,590,3720,283,3086,1057,252,8,551,634,110,31,0,39,0.37,0.0
40,4834,1396,9,754,4071,330,3245,1246,292,9,700,826,150,38,0,54,0.41,0.0
41,5361,1628,11,935,4415,367,3331,1437,326,11,858,1084,191,41,0,77,0.44,0.0
42,5843,1905,14,1155,4674,429,3366,1658,361,14,1050,1308,247,68,0,105,0.47,0.0
43,6369,2214,17,1437,4915,470,3305,1874,385,16,1291,1610,340,85,1,146,0.49,0.0
44,6869,2501,20,1730,5119,514,3207,2067,406,17,1537,1912,434,108,3,193,0.51,0.0
45,7342,2779,28,2101,5213,539,2986,2247,403,23,1843,2227,532,136,5,258,0.52,0.0
46,7826,3101,31,2500,5295,579,2733,2420,407,26,2161,2562,681,172,5,339,0.53,0.0
47,8289,3438,32,2908,5349,590,2464,2592,372,27,2478,2885,846,218,5,430,0.53,0.0
48,8660,3701,36,3341,5283,618,2188,2680,357,30,2783,3095,1021,261,6,558,0.53,0.0
49,8952,4022,44,3801,5107,624,1907,2804,318,36,3097,3200,1218,306,8,704,0.51,0.0
50,9211,4264,49,4293,4869,609,1655,2885,279,40,3386,3214,1379,330,9,907,0.49,0.01
51,9421,4532,56,4784,4581,590,1387,2953,235,46,3675,3194,1579,355,10,1109,0.46,0.01
52,9597,4813,61,5277,4259,569,1139,3034,201,50,3932,3120,1779,368,11,1345,0.43,0.01
53,9698,5022,71,5758,3869,537,934,3084,162,55,4152,2935,1938,375,16,1606,0.39,0.01
54,9787,5229,73,6205,3509,499,768,3121,133,56,4336,2741,2108,366,17,1869,0.35,0.01
55,9844,5404,81,6655,3108,456,624,3149,104,60,4493,2484,2255,352,21,2162,0.31,0.01
56,9880,5563,85,7127,2668,395,499,3174,74,62,4627,2169,2389,321,23,2500,0.27,0.01
57,9908,5679,90,7555,2263,337,395,3189,56,63,4741,1868,2490,281,27,2814,0.23,0.01
58,9922,5778,91,7945,1886,296,321,3197,46,63,4822,1565,2581,250,28,3123,0.19,0.01
59,9927,5847,95,8292,1540,257,256,3205,31,64,4894,1284,2642,226,31,3398,0.15,0.01
60,9933,5929,98,8611,1224,206,191,3216,21,64,4965,1033,2713,185,34,3646,0.12,0.01
61,9936,5981,104,8879,953,168,138,3220,19,64,5020,815,2761,149,40,3859,0.1,0.01
62,9943,6009,108,9110,725,132,96,3225,12,67,5062,629,2784,120,41,4048,0.07,0.01
63,9945,6025,117,9261,567,97,70,3230,5,68,5088,497,2795,92,49,4173,0.06,0.01
64,9948,6040,124,9386,438,68,56,3231,2,70,5101,382,2809,66,54,4285,0.04,0.01
65,9950,6056,126,9504,320,46,39,3235,2,70,5118,281,2821,44,56,4386,0.03,0.01
66,9953,6067,128,9588,237,34,35,3237,2,70,5126,202,2830,32,58,4462,0.02,0.01
67,9953,6069,132,9653,168,26,27,3237,2,71,5133,141,2832,24,61,4520,0.02,0.01
68,9954,6075,132,9692,130,21,21,3238,1,71,5140,109,2837,20,61,4552,0.01,0.01
