Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0,0
3,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0016,0.0,0.0,0,0
4,9,0,0,0,9,0,1,9,0,1,0,0,0,0,0,0,0,0.0,0.0018,0.0,0.0,0,0
5,11,1,0,0,11,1,1,11,1,1,0,0,0,0,0,0,0,0.0002,0.0022,0.0,0.0,0,0
6,12,1,0,0,12,1,1,12,1,1,0,0,0,0,0,0,0,0.0002,0.0024,0.0,0.0,0,0
7,13,1,0,0,13,1,1,13,1,1,0,0,0,0,0,0,0,0.0002,0.0026,0.0,0.0,0,0
8,15,2,0,1,14,2,1,14,2,1,0,1,0,0,0,0,0,0.0004,0.0028,0.0002,0.0,0,0
9,20,2,0,2,18,1,0,18,2,0,0,2,0,0,0,0,0,0.0002,0.0036,0.0004,0.0,0,0
10,25,2,0,2,23,1,0,23,2,0,0,2,0,0,0,0,0,0.0002,0.0046,0.0004,0.0,0,0
11,27,2,0,5,22,1,0,22,2,0,0,5,0,0,0,0,0,0.0002,0.0044,0.001,0.0,0,0
12,31,2,0,7,24,1,1,24,2,1,0,7,0,0,0,0,0,0.0002,0.0048,0.0014,0.0,0,0
13,33,3,0,7,26,2,2,25,3,2,0,7,1,0,0,0,0,0.0004,0.0052,0.0014,0.0,0,0
14,37,4,0,9,28,2,3,26,4,3,0,9,2,0,0,0,0,0.0004,0.0056,0.0018,0.0,0,0
15,40,6,0,9,31,4,3,28,6,3,0,9,3,0,0,0,0,0.0008,0.0062,0.0018,0.0,0,0
16,46,6,0,11,35,4,3,32,6,3,0,11,3,0,0,0,0,0.0008,0.007,0.0022,0.0,0,0
17,50,6,0,12,38,4,4,35,6,4,0,12,3,0,0,0,0,0.0008,0.0076,0.0024,0.0,0,0
