Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
4,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
5,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
6,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
7,7,1,0,0,7,1,7,1,1,0,0,0,0,0,0,0,0.00233,0.0
8,11,4,0,0,11,1,11,4,1,0,0,0,0,0,0,0,0.00367,0.0
9,19,4,0,0,19,2,19,4,2,0,0,0,0,0,0,0,0.00633,0.0
10,24,6,0,0,24,2,24,6,2,0,0,0,0,0,0,0,0.008,0.0
11,39,7,0,1,38,3,38,7,3,0,1,0,0,0,0,0,0.01267,0.0
12,57,12,0,3,54,3,54,12,3,0,3,0,0,0,0,0,0.018,0.0
13,75,12,0,4,71,3,67,12,3,0,4,4,0,0,0,0,0.02367,0.0
14,98,16,0,5,93,5,83,15,5,0,5,10,1,0,0,0,0.031,0.0
15,132,21,0,6,126,4,109,20,4,0,6,17,1,0,0,0,0.042,0.0
16,171,30,0,9,162,8,136,28,8,0,9,26,2,0,0,0,0.054,0.0
17,225,43,0,12,213,11,180,40,10,0,11,33,3,1,0,1,0.071,0.0
18,291,54,0,16,275,14,225,48,12,0,15,50,6,2,0,1,0.09167,0.0
19,377,71,0,21,356,20,280,60,17,0,19,76,11,3,0,2,0.11867,0.0
20,478,95,0,27,451,33,343,81,25,0,24,108,14,8,0,3,0.15033,0.0
21,619,130,0,39,580,40,436,106,31,0,34,144,24,9,0,5,0.19333,0.0
22,656,163,1,55,600,45,451,130,33,0,48,149,33,12,1,7,0.2,0.00152
23,716,196,1,73,642,58,476,154,42,0,64,166,42,16,1,9,0.214,0.0014
24,770,240,1,93,676,70,497,184,47,0,81,179,56,23,1,12,0.22533,0.0013
25,815,284,1,137,677,73,498,214,45,0,112,179,70,28,1,25,0.22567,0.00123
26,874,326,2,188,684,77,495,239,50,1,150,189,87,27,1,38,0.228,0.00229
27,926,375,2,240,684,75,486,275,48,1,188,198,100,27,1,52,0.228,0.00216
28,980,409,2,291,687,73,482,299,45,1,229,205,110,28,1,62,0.229,0.00204
29,1045,444,2,352,691,78,476,320,55,1,271,215,124,23,1,81,0.23033,0.00191
30,1102,485,4,419,679,77,459,346,55,2,322,220,139,22,2,97,0.22633,0.00363
31,1157,527,5,487,665,76,444,380,54,2,372,221,147,22,3,115,0.22167,0.00432
32,1214,561,6,563,645,69,428,403,50,3,424,217,158,19,3,139,0.215,0.00494
33,1252,592,7,620,625,66,411,424,50,4,460,214,168,16,3,160,0.20833,0.00559
34,1298,625,7,689,602,59,391,448,43,4,509,211,177,16,3,180,0.20067,0.00539
35,1348,657,7,747,594,57,373,466,41,4,550,221,191,16,3,197,0.198,0.00519
36,1393,690,7,817,569,58,340,483,39,4,605,229,207,19,3,212,0.18967,0.00503
37,1425,730,7,883,535,57,308,505,39,4,654,227,225,18,3,229,0.17833,0.00491
38,1471,752,9,951,511,58,289,517,39,5,701,222,235,19,4,250,0.17033,0.00612
39,1505,794,10,993,502,54,276,544,35,5,731,226,250,19,5,262,0.16733,0.00664
40,1533,823,10,1042,481,58,263,560,35,5,755,218,263,23,5,287,0.16033,0.00652
41,1558,852,11,1086,461,59,240,577,33,6,782,221,275,26,5,304,0.15367,0.00706
42,1598,883,11,1137,450,57,225,594,32,6,810,225,289,25,5,327,0.15,0.00688
43,1631,908,12,1187,432,60,215,605,35,6,837,217,303,25,6,350,0.144,0.00736
44,1651,932,13,1229,409,55,202,617,35,6,857,207,315,20,7,372,0.13633,0.00787
45,1671,955,15,1274,382,48,177,630,25,8,888,205,325,23,7,386,0.12733,0.00898
46,1700,968,16,1325,359,48,155,635,23,8,917,204,333,25,8,408,0.11967,0.00941
47,1729,989,17,1365,347,46,133,641,21,8,944,214,348,25,9,421,0.11567,0.00983
48,1758,1005,18,1404,336,44,119,645,18,8,963,217,360,26,10,441,0.112,0.01024
49,1786,1024,18,1445,323,41,106,656,13,8,983,217,368,28,10,462,0.10767,0.01008
50,1869,1041,19,1480,370,35,102,662,10,9,1000,268,379,25,10,480,0.12333,0.01017
51,1946,1060,21,1504,421,32,105,666,9,10,1008,316,394,23,11,496,0.14033,0.01079
52,2013,1083,21,1545,447,27,103,672,5,10,1025,344,411,22,11,520,0.149,0.01043
