Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
2,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
4,3,0,0,0,3,0,1,3,0,1,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
5,3,2,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0.00067,0.001,0.0,0.0,0.0,0.0
6,4,2,0,0,4,2,1,4,2,1,0,0,0,0,0,0,0,0.00067,0.00133,0.0,0.0,0.0,0.0
7,5,2,0,0,5,2,1,5,2,1,0,0,0,0,0,0,0,0.00067,0.00167,0.0,0.0,0.0,0.0
8,8,2,0,0,8,2,1,8,2,1,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0.0,0.0
9,13,2,0,1,12,1,1,12,2,1,0,1,0,0,0,0,0,0.00033,0.004,0.00033,0.0,0.0,0.0
10,14,2,0,2,12,0,0,12,2,0,0,2,0,0,0,0,0,0.0,0.004,0.00067,0.0,0.0,0.0
11,15,2,0,2,13,0,0,13,2,0,0,2,0,0,0,0,0,0.0,0.00433,0.00067,0.0,0.0,0.0
12,16,3,0,2,14,1,0,14,3,0,0,2,0,0,0,0,0,0.00033,0.00467,0.00067,0.0,0.0,0.0
13,18,3,0,3,15,1,0,15,3,0,0,3,0,0,0,0,0,0.00033,0.005,0.001,0.0,0.0,0.0
14,20,3,0,4,16,1,0,16,3,0,0,4,0,0,0,0,0,0.00033,0.00533,0.00133,0.0,0.0,0.0
15,21,3,0,5,16,1,0,16,3,0,0,5,0,0,0,0,0,0.00033,0.00533,0.00167,0.0,0.0,0.0
16,22,5,0,6,16,2,0,16,5,0,0,6,0,0,0,0,0,0.00067,0.00533,0.002,0.0,0.0,0.0
17,22,5,0,7,15,2,1,15,5,1,0,7,0,0,0,0,0,0.00067,0.005,0.00233,0.0,0.0,0.0
18,24,5,0,8,16,2,1,16,5,1,0,8,0,0,0,0,0,0.00067,0.00533,0.00267,0.0,0.0,0.0
19,27,5,0,9,18,2,1,18,5,1,0,9,0,0,0,0,0,0.00067,0.006,0.003,0.0,0.0,0.0
20,28,6,0,14,14,1,1,14,6,1,0,14,0,0,0,0,0,0.00033,0.00467,0.00467,0.0,0.0,0.0
21,30,6,0,15,15,1,1,15,6,1,0,15,0,0,0,0,0,0.00033,0.005,0.005,0.0,0.0,0.0
22,33,7,0,15,18,2,1,18,7,1,0,15,0,0,0,0,0,0.00067,0.006,0.005,0.0,0.0,0.0
23,36,7,0,17,19,0,0,19,7,0,0,17,0,0,0,0,0,0.0,0.00633,0.00567,0.0,0.0,0.0
24,43,7,0,19,24,0,0,21,7,0,0,19,3,0,0,0,0,0.0,0.008,0.00633,0.0,0.0,0.0
25,46,7,0,20,26,0,0,23,7,0,0,20,3,0,0,0,0,0.0,0.00867,0.00667,0.0,0.0,0.0
26,54,8,0,21,33,1,1,30,7,1,0,21,3,1,0,0,0,0.00033,0.011,0.007,0.0,0.0,0.0
27,65,10,0,21,44,3,1,40,9,1,0,21,4,1,0,0,0,0.001,0.01467,0.007,0.0,0.0,0.0
28,73,11,0,22,51,4,3,44,10,2,0,22,7,1,1,0,0,0.00133,0.017,0.00733,0.0,0.0,0.0
29,83,13,0,25,58,5,3,51,11,2,0,24,7,2,1,0,1,0.00167,0.01933,0.00833,0.0,0.0,0.0
30,88,15,0,25,63,7,6,53,13,5,0,24,10,2,1,0,1,0.00233,0.021,0.00833,0.0,0.0,0.0
31,95,18,0,27,68,10,6,57,16,5,0,26,11,2,1,0,1,0.00333,0.02267,0.009,0.0,0.0,0.0
32,105,21,1,31,73,10,8,59,18,7,1,28,14,3,1,0,3,0.00333,0.02434,0.01034,0.00952,0.0,0.0
33,116,25,1,36,79,13,8,64,22,7,1,33,15,3,1,0,3,0.00433,0.02634,0.012,0.00862,0.0,0.0
34,126,27,1,40,85,13,8,69,24,6,1,36,16,3,2,0,4,0.00433,0.02834,0.01334,0.00794,0.0,0.0
35,137,29,1,46,90,14,9,71,25,7,1,40,19,4,2,0,6,0.00467,0.03001,0.01534,0.0073,0.0,0.0
36,146,31,1,51,94,15,11,77,27,8,1,43,17,4,3,0,8,0.005,0.03134,0.01701,0.00685,0.0,0.0
37,157,34,2,54,101,15,9,85,29,7,2,44,16,5,2,0,10,0.005,0.03369,0.01801,0.01274,0.0,0.0
38,181,37,2,64,115,14,9,99,32,7,2,53,16,5,2,0,11,0.00467,0.03836,0.02135,0.01105,0.0,0.0
39,197,42,2,70,125,17,9,111,37,8,2,56,14,5,1,0,14,0.00567,0.04169,0.02335,0.01015,0.0,0.0
40,215,44,2,79,134,16,11,118,39,9,2,65,16,5,2,0,14,0.00534,0.0447,0.02635,0.0093,0.0,0.0
41,232,48,2,87,143,15,8,124,42,6,2,73,19,6,2,0,14,0.005,0.0477,0.02902,0.00862,0.0,0.0
42,253,49,2,95,156,14,11,135,43,9,2,80,21,6,2,0,15,0.00467,0.05203,0.03169,0.00791,0.0,0.0
43,278,54,2,104,172,15,10,145,48,9,2,86,27,6,1,0,18,0.005,0.05737,0.03469,0.00719,0.0,0.0
