Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
3,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0.0,0.0
4,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0.0,0.0
5,8,0,0,0,8,0,1,8,0,1,0,0,0,0,0,0,0,0.0,0.0016,0.0,0.0,0.0,0.0
6,10,1,0,0,10,1,1,10,1,1,0,0,0,0,0,0,0,0.0002,0.002,0.0,0.0,0.0,0.0
7,11,1,0,1,10,1,1,10,1,1,0,1,0,0,0,0,0,0.0002,0.002,0.0002,0.0,0.0,0.0
8,15,1,0,1,14,1,1,14,1,1,0,1,0,0,0,0,0,0.0002,0.0028,0.0002,0.0,0.0,0.0
9,16,2,0,1,15,2,1,13,2,1,0,1,2,0,0,0,0,0.0004,0.003,0.0002,0.0,0.0,0.0
10,16,2,0,1,15,2,1,13,2,1,0,1,2,0,0,0,0,0.0004,0.003,0.0002,0.0,0.0,0.0
11,18,2,0,3,15,2,2,12,2,2,0,3,3,0,0,0,0,0.0004,0.003,0.0006,0.0,0.0,0.0
12,18,4,0,3,15,4,2,12,4,2,0,3,3,0,0,0,0,0.0008,0.003,0.0006,0.0,0.0,0.0
13,19,4,0,4,15,3,1,12,4,1,0,4,3,0,0,0,0,0.0006,0.003,0.0008,0.0,0.0,0.0
14,23,4,0,5,18,2,1,14,4,1,0,5,4,0,0,0,0,0.0004,0.0036,0.001,0.0,0.0,0.0
15,24,4,0,9,15,0,0,12,4,0,0,8,3,0,0,0,1,0.0,0.003,0.0018,0.0,0.0,0.0
16,25,5,0,9,16,1,2,12,5,1,0,8,4,0,1,0,1,0.0002,0.0032,0.0018,0.0,0.0,0.0
17,32,10,0,12,20,5,2,16,7,1,0,10,4,3,1,0,2,0.001,0.004,0.0024,0.0,0.0,0.0
18,34,11,0,14,20,5,3,16,8,2,0,12,4,3,1,0,2,0.001,0.004,0.0028,0.0,0.0,0.0
19,36,11,0,14,22,5,3,18,8,2,0,12,4,3,1,0,2,0.001,0.0044,0.0028,0.0,0.0,0.0
20,36,12,0,14,22,6,4,18,9,3,0,12,4,3,1,0,2,0.0012,0.0044,0.0028,0.0,0.0,0.0
21,40,13,0,15,25,7,5,20,10,4,0,13,5,3,1,0,2,0.0014,0.005,0.003,0.0,0.0,0.0
22,41,14,1,15,25,7,4,20,11,3,1,13,5,3,1,0,2,0.0014,0.005,0.003,0.02439,0.0,0.0
23,42,14,2,16,24,5,3,21,11,3,1,13,3,3,0,1,3,0.001,0.0048,0.0032,0.04762,0.0,0.0
24,43,14,2,17,24,4,3,21,11,3,1,14,3,3,0,1,3,0.0008,0.0048,0.0034,0.04651,0.0,0.0
25,53,22,2,20,31,11,2,28,19,2,1,17,3,3,0,1,3,0.0022,0.0062,0.004,0.03774,0.0,0.0
26,56,22,2,21,33,10,2,30,19,2,1,18,3,3,0,1,3,0.002,0.0066,0.0042,0.03571,0.0,0.0
27,59,22,2,21,36,10,3,31,19,3,1,18,5,3,0,1,3,0.002,0.0072,0.0042,0.0339,0.0,0.0
28,64,22,3,27,34,7,1,29,19,1,2,23,5,3,0,1,4,0.0014,0.0068,0.0054,0.04688,0.0,0.0
29,66,22,3,32,31,6,1,29,19,1,2,25,2,3,0,1,7,0.0012,0.0062,0.0064,0.04545,0.0,0.0
30,69,22,3,32,34,6,1,29,19,1,2,25,5,3,0,1,7,0.0012,0.0068,0.0064,0.04348,0.0,0.0
31,76,22,3,33,40,5,2,33,19,2,2,26,7,3,0,1,7,0.001,0.008,0.0066,0.03947,0.0,0.0
32,79,25,3,38,38,6,3,31,21,3,2,30,7,4,0,1,8,0.0012,0.0076,0.0076,0.03797,0.0,0.0
33,82,26,3,40,39,7,3,32,22,3,2,32,7,4,0,1,8,0.0014,0.0078,0.008,0.03659,0.0,0.0
34,85,27,3,42,40,7,3,33,23,3,2,34,7,4,0,1,8,0.0014,0.008,0.00841,0.03529,0.0,0.0
35,88,31,3,46,39,10,3,31,25,3,2,38,8,6,0,1,8,0.002,0.0078,0.00921,0.03409,0.0,0.0
36,91,32,3,46,42,11,3,34,26,3,2,38,8,6,0,1,8,0.0022,0.00841,0.00921,0.03297,0.0,0.0
37,97,32,3,53,41,7,3,29,26,3,2,44,12,6,0,1,9,0.0014,0.0082,0.01061,0.03093,0.0,0.0
38,101,32,3,56,42,5,2,31,26,2,2,45,11,6,0,1,11,0.001,0.00841,0.01121,0.0297,0.0,0.0
39,104,32,3,59,42,4,2,30,26,2,2,46,12,6,0,1,13,0.0008,0.00841,0.01181,0.02885,0.0,0.0
40,110,36,3,64,43,6,1,32,30,1,2,50,11,6,0,1,14,0.0012,0.00861,0.01281,0.02727,0.0,0.0
41,120,36,3,66,51,6,2,39,30,2,2,51,12,6,0,1,15,0.0012,0.01021,0.01321,0.025,0.0,0.0
42,129,36,3,69,57,5,2,41,30,2,2,54,16,6,0,1,15,0.001,0.01141,0.01381,0.02326,0.0,0.0
43,140,36,3,74,63,5,2,46,30,2,2,58,17,6,0,1,16,0.001,0.01261,0.01481,0.02143,0.0,0.0
44,149,36,3,77,69,5,2,50,30,2,2,60,19,6,0,1,17,0.001,0.01381,0.01541,0.02013,0.0,0.0
45,161,36,3,84,74,3,2,56,30,2,2,64,18,6,0,1,20,0.0006,0.01481,0.01681,0.01863,0.0,0.0
46,168,37,4,89,75,2,3,56,31,0,3,67,19,6,3,1,22,0.0004,0.01501,0.01781,0.02381,0.0,0.0
47,178,45,4,93,81,9,5,61,33,1,3,70,20,12,4,1,23,0.0018,0.01621,0.01861,0.02247,0.0,0.0
48,192,51,4,96,92,14,7,69,37,2,3,72,23,14,5,1,24,0.0028,0.01841,0.01922,0.02083,0.0,0.0
49,201,56,4,101,96,17,7,70,41,2,3,76,26,15,5,1,25,0.0034,0.01922,0.02022,0.0199,0.0,0.0
50,207,59,4,107,96,17,8,67,41,2,3,81,29,18,6,1,26,0.0034,0.01922,0.02142,0.01932,0.0,0.0
51,212,65,4,114,94,19,9,68,46,4,3,85,26,19,5,1,29,0.0038,0.01882,0.02282,0.01887,0.0,0.0
52,219,73,4,124,91,24,7,63,53,4,3,93,28,20,3,1,31,0.0048,0.01821,0.02482,0.01826,0.0,0.0
53,225,73,4,131,90,19,8,61,53,5,3,99,29,20,3,1,32,0.0038,0.01801,0.02622,0.01778,0.0,0.0
54,226,80,4,139,83,22,7,57,56,4,3,103,26,24,3,1,36,0.0044,0.01661,0.02782,0.0177,0.0,0.0
