Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
2,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
3,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
4,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
5,6,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0.0,0.002,0.0,0.0,0.0,0.0
6,8,0,0,0,8,0,1,7,0,0,0,0,1,0,1,0,0,0.0,0.00267,0.0,0.0,0.0,0.0
7,9,1,0,1,8,1,1,6,0,0,0,1,2,1,1,0,0,0.00033,0.00267,0.00033,0.0,0.0,0.0
8,11,1,0,2,9,1,1,7,0,0,0,2,2,1,1,0,0,0.00033,0.003,0.00067,0.0,0.0,0.0
9,13,1,0,2,11,1,1,8,0,0,0,2,3,1,1,0,0,0.00033,0.00367,0.00067,0.0,0.0,0.0
10,14,2,0,3,11,1,0,9,1,0,0,2,2,1,0,0,1,0.00033,0.00367,0.001,0.0,0.0,0.0
11,15,2,0,3,12,1,0,10,1,0,0,2,2,1,0,0,1,0.00033,0.004,0.001,0.0,0.0,0.0
12,18,3,0,5,13,2,0,11,2,0,0,4,2,1,0,0,1,0.00067,0.00433,0.00167,0.0,0.0,0.0
13,18,3,0,6,12,2,0,10,2,0,0,5,2,1,0,0,1,0.00067,0.004,0.002,0.0,0.0,0.0
14,21,3,0,7,14,1,0,11,2,0,0,6,3,1,0,0,1,0.00033,0.00467,0.00233,0.0,0.0,0.0
15,24,3,0,7,17,1,1,14,2,1,0,6,3,1,0,0,1,0.00033,0.00567,0.00233,0.0,0.0,0.0
16,28,4,0,8,20,2,1,17,3,1,0,7,3,1,0,0,1,0.00067,0.00667,0.00267,0.0,0.0,0.0
17,32,4,0,8,24,2,1,19,3,1,0,7,5,1,0,0,1,0.00067,0.008,0.00267,0.0,0.0,0.0
18,36,4,0,9,27,1,0,21,3,0,0,8,6,1,0,0,1,0.00033,0.009,0.003,0.0,0.0,0.0
19,40,4,0,11,29,0,0,20,3,0,0,10,9,1,0,0,1,0.0,0.00967,0.00367,0.0,0.0,0.0
20,40,4,0,13,27,0,0,19,3,0,0,11,8,1,0,0,2,0.0,0.009,0.00433,0.0,0.0,0.0
21,44,4,0,14,30,0,0,22,3,0,0,12,8,1,0,0,2,0.0,0.01,0.00467,0.0,0.0,0.0
22,48,5,0,17,31,1,0,21,4,0,0,13,10,1,0,0,4,0.00033,0.01033,0.00567,0.0,0.0,0.0
23,52,6,0,18,34,2,0,24,5,0,0,14,10,1,0,0,4,0.00067,0.01133,0.006,0.0,0.0,0.0
