Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0
3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0
4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0
5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0
6,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.0,0.0
7,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.01,0.0
8,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.01,0.0
9,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.01,0.0
10,4,1,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0.01,0.0
11,4,1,0,0,4,0,3,1,0,0,0,1,0,0,0,0,0.01,0.0
12,4,1,0,0,4,0,1,1,0,0,0,3,0,0,0,0,0.01,0.0
13,6,1,0,1,5,0,1,1,0,0,0,4,0,0,0,1,0.01,0.0
14,6,1,0,1,5,0,1,1,0,0,0,4,0,0,0,1,0.01,0.0
15,7,1,0,1,6,0,2,1,0,0,0,4,0,0,0,1,0.01,0.0
16,9,1,0,1,8,1,5,1,1,0,0,3,0,0,0,1,0.02,0.0
17,11,2,0,1,10,2,6,2,2,0,0,4,0,0,0,1,0.02,0.0
18,15,3,0,1,14,2,11,3,2,0,0,3,0,0,0,1,0.03,0.0
19,20,4,0,1,19,2,12,3,2,0,0,7,1,0,0,1,0.04,0.0
20,25,4,0,2,23,3,17,3,2,0,1,6,1,1,0,1,0.05,0.0
21,36,7,0,4,32,3,18,4,2,0,2,14,3,1,0,2,0.06,0.0
22,45,9,0,5,40,4,23,6,3,0,2,17,3,1,0,3,0.08,0.0
23,60,12,0,8,52,5,28,8,3,0,5,24,4,2,0,3,0.1,0.0
24,81,16,0,10,71,7,31,9,3,0,7,40,7,4,0,3,0.14,0.0
25,103,21,0,10,93,8,38,9,4,0,7,55,12,4,0,3,0.19,0.0
26,138,27,0,13,125,9,48,11,4,0,8,77,16,5,0,5,0.25,0.0
27,167,35,0,15,152,11,77,14,4,0,10,75,21,7,0,5,0.3,0.0
28,201,44,0,19,182,10,81,17,4,0,10,101,27,6,0,9,0.36,0.0
29,243,53,0,21,222,13,107,22,4,0,11,115,31,9,0,10,0.44,0.0
30,278,64,0,23,255,19,129,25,8,0,11,126,39,11,0,12,0.51,0.0
