Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0,0
2,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
3,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
4,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
5,8,0,0,0,8,0,1,8,0,1,0,0,0,0,0,0,0,0.0,0.0016,0.0,0.0,0,0
6,11,1,0,0,11,1,1,8,1,1,0,0,3,0,0,0,0,0.0002,0.0022,0.0,0.0,0,0
7,13,2,0,1,12,2,1,10,2,1,0,0,2,0,0,0,1,0.0004,0.0024,0.0002,0.0,0,0
8,17,3,0,2,15,3,1,13,3,1,0,1,2,0,0,0,1,0.0006,0.003,0.0004,0.0,0,0
9,19,3,1,3,15,1,0,12,3,0,1,2,3,0,0,0,1,0.0002,0.003,0.0006,0.05263,0,0
10,22,4,1,3,18,2,0,15,4,0,1,2,3,0,0,0,1,0.0004,0.0036,0.0006,0.04545,0,0
11,23,5,1,4,18,3,0,15,4,0,1,3,3,1,0,0,1,0.0006,0.0036,0.0008,0.04348,0,0
12,26,5,1,5,20,3,0,16,4,0,1,4,4,1,0,0,1,0.0006,0.004,0.001,0.03846,0,0
13,30,5,1,5,24,3,0,19,4,0,1,4,5,1,0,0,1,0.0006,0.0048,0.001,0.03333,0,0
14,34,5,1,8,25,2,0,20,4,0,1,6,5,1,0,0,2,0.0004,0.005,0.0016,0.02941,0,0
15,35,5,1,10,24,2,0,19,4,0,1,8,5,1,0,0,2,0.0004,0.0048,0.002,0.02857,0,0
16,37,5,1,10,26,2,1,21,4,1,1,8,5,1,0,0,2,0.0004,0.0052,0.002,0.02703,0,0
17,39,6,1,11,27,3,1,22,5,1,1,9,5,1,0,0,2,0.0006,0.0054,0.0022,0.02564,0,0
18,41,7,1,15,25,4,1,20,5,1,1,13,5,2,0,0,2,0.0008,0.005,0.003,0.02439,0,0
19,45,8,1,17,27,4,0,22,6,0,1,14,5,2,0,0,3,0.0008,0.0054,0.0034,0.02222,0,0
20,51,8,1,18,32,3,0,27,6,0,1,14,5,2,0,0,4,0.0006,0.0064,0.0036,0.01961,0,0
21,55,9,1,21,33,4,2,28,7,2,1,16,5,2,0,0,5,0.0008,0.0066,0.0042,0.01818,0,0
