Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
6,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
7,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
8,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
9,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
10,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
11,4,1,0,1,3,0,3,1,0,0,1,0,0,0,0,0,0.001,0.0
12,6,1,0,1,5,0,5,1,0,0,1,0,0,0,0,0,0.00167,0.0
13,10,1,0,1,9,0,9,1,0,0,1,0,0,0,0,0,0.003,0.0
14,13,1,0,1,12,0,12,1,0,0,1,0,0,0,0,0,0.004,0.0
15,14,1,0,1,13,0,13,1,0,0,1,0,0,0,0,0,0.00433,0.0
16,16,2,0,1,15,0,14,2,0,0,1,1,0,0,0,0,0.005,0.0
17,18,2,0,1,17,1,16,2,1,0,1,1,0,0,0,0,0.00567,0.0
18,20,3,0,2,18,1,17,3,1,0,2,1,0,0,0,0,0.006,0.0
19,27,3,0,4,23,1,18,3,1,0,4,5,0,0,0,0,0.00767,0.0
20,33,3,0,5,28,1,23,3,1,0,4,5,0,0,0,1,0.00933,0.0
21,45,6,0,5,40,1,33,5,1,0,4,7,1,0,0,1,0.01333,0.0
22,62,6,0,5,57,1,50,5,1,0,4,7,1,0,0,1,0.019,0.0
23,80,8,0,8,72,2,60,7,2,0,6,12,1,0,0,2,0.024,0.0
24,97,15,0,10,87,2,72,12,2,0,8,15,3,0,0,2,0.029,0.0
25,114,17,0,14,100,6,83,13,6,0,10,17,4,0,0,4,0.03333,0.0
26,154,28,0,14,140,9,121,24,8,0,10,19,4,1,0,4,0.04667,0.0
27,198,37,0,17,181,12,157,30,10,0,13,24,7,2,0,4,0.06033,0.0
28,249,47,2,21,226,13,193,38,9,2,17,33,9,4,0,4,0.07533,0.00803
29,332,61,2,24,306,18,255,49,12,2,20,51,12,6,0,4,0.102,0.00602
30,417,81,3,34,380,21,310,64,14,3,27,70,17,7,0,7,0.12667,0.00719
31,561,105,3,44,514,25,404,85,16,3,36,110,20,9,0,8,0.17133,0.00535
32,600,132,3,57,540,28,427,104,18,3,46,113,28,10,0,11,0.18,0.005
33,662,170,3,77,582,38,449,134,27,3,62,133,36,11,0,15,0.194,0.00453
34,736,209,4,101,631,48,484,168,37,3,81,147,41,11,1,20,0.21033,0.00543
35,815,249,4,129,682,49,513,197,38,3,105,169,52,11,1,24,0.22733,0.00491
36,878,295,4,164,710,53,526,228,40,3,134,184,67,13,1,30,0.23667,0.00456
37,953,344,4,203,746,65,546,266,47,3,165,200,78,18,1,38,0.24867,0.0042
38,1008,398,5,242,761,69,555,301,49,3,196,206,97,20,2,46,0.25367,0.00496
39,1092,425,6,292,794,74,568,319,55,4,233,226,106,19,2,59,0.26467,0.00549
40,1161,475,6,356,799,76,557,360,57,4,285,242,115,19,2,71,0.26633,0.00517
41,1232,515,7,432,793,71,544,390,52,4,339,249,125,19,3,93,0.26433,0.00568
42,1294,558,8,511,775,73,522,414,51,5,397,253,144,22,3,114,0.25833,0.00618
43,1369,602,8,568,793,81,515,443,55,5,439,278,159,26,3,129,0.26433,0.00584
44,1446,647,8,643,795,81,503,475,50,5,490,292,172,31,3,153,0.265,0.00553
45,1505,697,8,726,771,88,480,502,55,5,542,291,195,33,3,184,0.257,0.00532
46,1568,750,9,788,771,80,464,538,48,5,589,307,212,32,4,199,0.257,0.00574
47,1626,780,9,869,748,87,429,551,54,5,647,319,229,33,4,222,0.24933,0.00554
48,1700,818,10,941,749,82,416,574,50,6,700,333,244,32,4,241,0.24967,0.00588
49,1761,857,11,1009,741,81,396,596,48,6,742,345,261,33,5,267,0.247,0.00625
50,1818,897,13,1078,727,86,381,618,49,7,785,346,279,37,6,293,0.24233,0.00715
51,1856,937,13,1149,694,83,354,636,48,7,825,340,301,35,6,324,0.23133,0.007
52,1920,974,13,1219,688,86,340,656,54,7,862,348,318,32,6,357,0.22933,0.00677
53,1958,1013,15,1279,664,78,313,675,47,8,902,351,338,31,7,377,0.22133,0.00766
54,1999,1040,15,1341,643,75,299,686,45,8,932,344,354,30,7,409,0.21433,0.0075
