Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0.0,0.0
2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0014,0.0,0.0,0.0,0.0
3,9,0,0,0,9,0,0,8,0,0,0,0,1,0,0,0,0,0.0,0.0018,0.0,0.0,0.0,0.0
4,9,0,0,0,9,0,1,8,0,1,0,0,1,0,0,0,0,0.0,0.0018,0.0,0.0,0.0,0.0
5,14,1,0,0,14,1,1,13,1,1,0,0,1,0,0,0,0,0.0002,0.0028,0.0,0.0,0.0,0.0
6,19,1,0,0,19,1,1,18,1,1,0,0,1,0,0,0,0,0.0002,0.0038,0.0,0.0,0.0,0.0
7,22,1,0,0,22,1,1,21,1,1,0,0,1,0,0,0,0,0.0002,0.0044,0.0,0.0,0.0,0.0
8,23,1,0,0,23,1,1,22,1,1,0,0,1,0,0,0,0,0.0002,0.0046,0.0,0.0,0.0,0.0
9,26,1,0,2,24,1,2,24,1,2,0,1,0,0,0,0,1,0.0002,0.0048,0.0004,0.0,0.0,0.0
10,30,3,0,3,27,3,2,27,3,2,0,2,0,0,0,0,1,0.0006,0.0054,0.0006,0.0,0.0,0.0
11,31,3,0,6,25,3,2,25,3,2,0,5,0,0,0,0,1,0.0006,0.005,0.0012,0.0,0.0,0.0
12,33,3,0,7,26,2,2,26,3,2,0,6,0,0,0,0,1,0.0004,0.0052,0.0014,0.0,0.0,0.0
13,41,5,0,9,32,3,2,32,5,2,0,8,0,0,0,0,1,0.0006,0.0064,0.0018,0.0,0.0,0.0
14,47,7,0,10,37,5,2,36,7,2,0,9,1,0,0,0,1,0.001,0.0074,0.002,0.0,0.0,0.0
15,50,7,0,12,38,5,2,35,7,2,0,11,3,0,0,0,1,0.001,0.0076,0.0024,0.0,0.0,0.0
16,55,7,0,16,39,4,1,29,7,1,0,15,10,0,0,0,1,0.0008,0.0078,0.0032,0.0,0.0,0.0
17,65,7,0,18,47,4,1,36,7,1,0,17,11,0,0,0,1,0.0008,0.0094,0.0036,0.0,0.0,0.0
18,70,8,0,20,50,4,2,39,7,2,0,18,11,1,0,0,2,0.0008,0.01,0.004,0.0,0.0,0.0
19,72,15,0,25,47,7,2,35,14,2,0,23,12,1,0,0,2,0.0014,0.0094,0.005,0.0,0.0,0.0
20,80,16,0,26,54,8,3,41,15,3,0,23,13,1,0,0,3,0.0016,0.0108,0.0052,0.0,0.0,0.0
21,88,18,0,29,59,10,3,44,16,3,0,26,15,2,0,0,3,0.002,0.0118,0.0058,0.0,0.0,0.0
22,94,21,0,35,59,9,3,41,19,3,0,32,18,2,0,0,3,0.0018,0.0118,0.007,0.0,0.0,0.0
23,103,26,0,40,63,13,3,42,21,2,0,35,21,5,1,0,5,0.0026,0.0126,0.008,0.0,0.0,0.0
24,110,28,0,45,65,13,2,40,21,1,0,40,25,7,1,0,5,0.0026,0.013,0.009,0.0,0.0,0.0
25,114,30,0,48,66,15,2,40,23,1,0,43,26,7,1,0,5,0.003,0.0132,0.0096,0.0,0.0,0.0
26,122,31,0,51,71,16,2,47,24,1,0,45,24,7,1,0,6,0.0032,0.0142,0.0102,0.0,0.0,0.0
27,131,31,0,58,73,13,2,46,24,1,0,50,27,7,1,0,8,0.0026,0.0146,0.0116,0.0,0.0,0.0
28,137,31,0,60,77,12,5,51,24,3,0,51,26,7,2,0,9,0.0024,0.0154,0.012,0.0,0.0,0.0
29,148,39,0,71,77,15,5,53,30,4,0,58,24,9,1,0,13,0.003,0.0154,0.0142,0.0,0.0,0.0
30,159,40,0,75,84,15,4,56,31,3,0,62,28,9,1,0,13,0.003,0.0168,0.015,0.0,0.0,0.0
31,167,40,0,85,82,14,5,49,31,3,0,70,33,9,2,0,15,0.0028,0.0164,0.017,0.0,0.0,0.0
32,173,46,0,91,82,17,6,48,31,3,0,74,34,15,3,0,17,0.0034,0.0164,0.0182,0.0,0.0,0.0
33,183,49,0,100,83,16,5,47,34,3,0,81,36,15,2,0,19,0.0032,0.0166,0.02,0.0,0.0,0.0
34,186,49,0,106,80,13,6,44,34,4,0,85,36,15,2,0,21,0.0026,0.016,0.0212,0.0,0.0,0.0
35,201,59,1,112,88,21,7,48,40,5,0,88,40,19,2,1,24,0.0042,0.0176,0.0224,0.00498,0.0,0.0
36,203,65,1,117,85,24,6,48,42,4,0,90,37,23,2,1,27,0.0048,0.017,0.0234,0.00493,0.0,0.0
37,208,67,1,127,80,22,7,46,42,5,0,96,34,25,2,1,31,0.0044,0.016,0.02541,0.00481,0.0,0.0
38,211,69,2,132,77,20,7,44,44,5,1,99,33,25,2,1,33,0.004,0.01541,0.02641,0.00948,0.0,0.0
39,216,70,2,138,76,18,8,46,45,5,1,101,30,25,3,1,37,0.0036,0.01521,0.02761,0.00926,0.0,0.0
40,221,74,2,149,70,19,9,39,48,6,1,109,31,26,3,1,40,0.0038,0.01401,0.02981,0.00905,0.0,0.0
41,226,75,3,155,68,16,6,37,49,4,1,112,31,26,2,2,43,0.0032,0.01361,0.03102,0.01327,0.0,0.0
42,229,76,4,160,65,14,4,35,49,2,2,115,30,27,2,2,45,0.0028,0.01301,0.03203,0.01747,0.0,0.0
43,232,76,4,166,62,12,4,34,49,2,2,118,28,27,2,2,48,0.0024,0.01241,0.03323,0.01724,0.0,0.0
44,238,76,5,173,60,10,4,32,49,2,2,123,28,27,2,3,50,0.002,0.01201,0.03463,0.02101,0.0,0.0
45,240,79,6,180,54,9,4,31,49,1,3,125,23,30,3,3,55,0.0018,0.01081,0.03604,0.025,0.0,0.0
46,244,82,6,190,48,10,3,28,49,1,3,131,20,33,2,3,59,0.002,0.00961,0.03805,0.02459,0.0,0.0
47,245,82,6,195,44,5,2,26,49,0,3,134,18,33,2,3,61,0.001,0.00881,0.03905,0.02449,0.0,0.0
48,246,82,6,200,40,4,4,22,49,1,3,137,18,33,3,3,63,0.0008,0.00801,0.04005,0.02439,0.0,0.0
49,250,85,6,205,39,5,5,22,50,2,3,139,17,35,3,3,66,0.001,0.00781,0.04105,0.024,0.0,0.0
