Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
2,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0012,0.0,0.0,0,0
3,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0016,0.0,0.0,0,0
4,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0016,0.0,0.0,0,0
5,9,0,0,0,9,0,1,9,0,1,0,0,0,0,0,0,0,0.0,0.0018,0.0,0.0,0,0
6,9,1,0,0,9,1,1,9,1,1,0,0,0,0,0,0,0,0.0002,0.0018,0.0,0.0,0,0
7,12,1,0,0,12,1,2,12,1,2,0,0,0,0,0,0,0,0.0002,0.0024,0.0,0.0,0,0
8,17,2,0,0,17,2,3,14,2,2,0,0,3,0,1,0,0,0.0004,0.0034,0.0,0.0,0,0
9,18,3,0,0,18,3,3,15,2,2,0,0,3,1,1,0,0,0.0006,0.0036,0.0,0.0,0,0
10,19,4,0,3,16,3,3,12,3,2,0,3,4,1,1,0,0,0.0006,0.0032,0.0006,0.0,0,0
11,23,4,0,6,17,2,2,13,3,1,0,6,4,1,1,0,0,0.0004,0.0034,0.0012,0.0,0,0
12,24,4,0,6,18,2,2,13,3,1,0,6,5,1,1,0,0,0.0004,0.0036,0.0012,0.0,0,0
13,28,4,1,7,20,1,2,15,3,1,1,7,5,1,1,0,0,0.0002,0.004,0.0014,0.03571,0,0
14,32,6,1,8,23,2,2,19,4,1,1,7,4,2,1,0,1,0.0004,0.0046,0.0016,0.03125,0,0
15,34,7,1,9,24,3,2,20,5,1,1,7,4,2,1,0,2,0.0006,0.0048,0.0018,0.02941,0,0
16,38,7,1,9,28,3,2,24,5,1,1,7,4,2,1,0,2,0.0006,0.0056,0.0018,0.02632,0,0
17,50,7,1,10,39,3,2,30,5,1,1,8,9,2,1,0,2,0.0006,0.0078,0.002,0.02,0,0
18,53,8,2,11,40,3,1,31,6,1,1,9,9,2,0,1,2,0.0006,0.008,0.0022,0.03774,0,0
19,55,8,2,14,39,2,0,29,6,0,1,12,10,2,0,1,2,0.0004,0.0078,0.0028,0.03636,0,0
20,56,9,2,17,37,3,0,26,7,0,1,15,11,2,0,1,2,0.0006,0.0074,0.0034,0.03571,0,0
21,61,11,2,21,38,4,0,30,8,0,1,16,8,3,0,1,5,0.0008,0.0076,0.0042,0.03279,0,0
