Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
4,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
5,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
6,3,2,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0.001,0.0
7,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0.001,0.0
8,5,3,0,1,4,0,4,3,0,0,1,0,0,0,0,0,0.00133,0.0
9,5,3,0,1,4,0,4,3,0,0,1,0,0,0,0,0,0.00133,0.0
10,7,5,0,1,6,0,6,5,0,0,1,0,0,0,0,0,0.002,0.0
11,8,6,0,1,7,0,7,6,0,0,1,0,0,0,0,0,0.00233,0.0
12,10,8,0,1,9,1,9,8,1,0,1,0,0,0,0,0,0.003,0.0
13,13,9,0,2,11,2,11,9,2,0,2,0,0,0,0,0,0.00367,0.0
14,19,11,0,2,17,3,17,11,3,0,2,0,0,0,0,0,0.00567,0.0
15,26,14,0,2,24,3,24,14,3,0,2,0,0,0,0,0,0.008,0.0
16,34,17,0,2,32,3,32,17,3,0,2,0,0,0,0,0,0.01067,0.0
17,48,29,0,3,45,3,44,29,3,0,3,1,0,0,0,0,0.015,0.0
18,64,36,0,5,59,5,57,36,5,0,5,2,0,0,0,0,0.01967,0.0
19,87,49,0,8,79,6,72,48,6,0,8,7,1,0,0,0,0.02633,0.0
20,121,66,0,10,111,9,96,60,8,0,10,15,6,1,0,0,0.037,0.0
21,152,91,0,13,139,10,117,82,9,0,13,22,9,1,0,0,0.04633,0.0
22,209,121,1,18,190,10,150,105,9,1,18,40,16,1,0,0,0.06333,0.00478
23,235,166,1,23,211,10,164,140,9,1,23,47,26,1,0,0,0.07033,0.00426
24,266,205,2,29,235,9,178,168,8,1,29,57,37,1,1,0,0.07833,0.00752
25,295,230,2,34,259,15,190,185,13,1,34,69,45,2,1,0,0.08633,0.00678
26,325,259,2,45,278,21,205,208,17,1,41,73,51,4,1,4,0.09267,0.00615
27,371,294,2,62,307,23,227,229,19,1,53,80,65,4,1,9,0.10233,0.00539
28,415,330,3,70,342,27,251,256,21,2,58,91,74,6,1,12,0.114,0.00723
29,481,377,3,84,394,32,284,292,23,2,70,110,85,9,1,14,0.13133,0.00624
30,549,427,3,101,445,35,313,321,27,2,82,132,106,8,1,19,0.14833,0.00546
31,615,493,3,126,486,37,336,369,28,2,97,150,124,9,1,29,0.162,0.00488
32,672,552,3,157,512,42,347,402,31,2,123,165,150,11,1,34,0.17067,0.00446
33,733,612,3,191,539,43,362,448,33,2,148,177,164,10,1,43,0.17967,0.00409
34,803,664,4,222,577,47,385,480,35,3,172,192,184,12,1,50,0.19233,0.00498
35,873,733,5,259,609,52,396,523,35,4,200,213,210,17,1,59,0.203,0.00573
36,957,813,7,288,662,58,421,576,43,5,221,241,237,15,2,67,0.22067,0.00731
37,1048,889,8,329,711,69,442,620,52,5,248,269,269,17,3,81,0.237,0.00763
38,1139,965,8,392,739,66,453,665,48,5,294,286,300,18,3,98,0.24633,0.00702
39,1234,1050,8,448,778,67,461,720,45,5,332,317,330,22,3,116,0.25933,0.00648
40,1320,1151,10,496,814,71,466,776,43,7,363,348,375,28,3,133,0.27133,0.00758
41,1403,1236,11,539,853,77,478,816,47,8,383,375,420,30,3,156,0.28433,0.00784
42,1509,1312,11,594,904,88,501,858,56,8,413,403,454,32,3,181,0.30133,0.00729
43,1603,1399,11,671,921,85,488,897,58,8,465,433,502,27,3,206,0.307,0.00686
44,1699,1501,12,726,961,92,489,944,60,9,504,472,557,32,3,222,0.32033,0.00706
45,1795,1598,13,793,989,98,478,988,58,10,549,511,610,40,3,244,0.32967,0.00724
46,1883,1693,13,870,1000,96,467,1025,51,10,586,533,668,45,3,284,0.33333,0.0069
47,1964,1785,14,953,997,93,461,1060,46,10,627,536,725,47,4,326,0.33233,0.00713
48,2037,1863,15,1042,980,99,432,1089,47,11,676,548,774,52,4,366,0.32667,0.00736
