Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.00033,0.0
5,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0.00067,0.0
6,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
7,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
8,3,2,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0.001,0.0
9,4,3,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0.00133,0.0
10,5,3,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0.00167,0.0
11,6,4,0,0,6,0,4,4,0,0,0,2,0,0,0,0,0.002,0.0
12,8,6,0,0,8,0,6,6,0,0,0,2,0,0,0,0,0.00267,0.0
13,9,7,0,1,8,0,6,7,0,0,0,2,0,0,0,1,0.00267,0.0
14,10,8,0,1,9,0,6,7,0,0,0,3,1,0,0,1,0.003,0.0
15,12,8,0,1,11,0,8,7,0,0,0,3,1,0,0,1,0.00367,0.0
16,20,10,0,1,19,0,12,9,0,0,0,7,1,0,0,1,0.00633,0.0
17,28,15,0,2,26,0,16,12,0,0,0,10,3,0,0,2,0.00867,0.0
18,40,23,0,2,38,0,19,15,0,0,0,19,8,0,0,2,0.01267,0.0
19,50,32,0,3,47,0,23,19,0,0,1,24,13,0,0,2,0.01567,0.0
20,63,41,0,5,58,0,27,22,0,0,2,31,19,0,0,3,0.01933,0.0
21,79,50,0,6,73,0,38,27,0,0,3,35,23,0,0,3,0.02433,0.0
22,98,68,0,9,89,3,51,34,1,0,3,38,34,2,0,6,0.02967,0.0
23,134,90,0,12,122,7,70,50,2,0,5,52,40,5,0,7,0.04067,0.0
24,187,107,0,18,169,8,92,61,2,0,9,77,46,6,0,9,0.05633,0.0
25,210,156,1,19,190,11,97,86,4,1,10,93,70,7,0,9,0.06333,0.00476
26,235,178,1,23,211,14,104,95,5,1,13,107,83,9,0,10,0.07033,0.00426
27,264,211,1,28,235,15,112,110,6,1,14,123,101,9,0,14,0.07833,0.00379
