Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
3,5,0,0,0,5,0,1,5,0,1,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
4,5,1,0,0,5,1,1,5,1,1,0,0,0,0,0,0,0,0.0002,0.001,0.0,0.0,0.0,0.0
5,7,1,0,0,7,1,2,7,1,2,0,0,0,0,0,0,0,0.0002,0.0014,0.0,0.0,0.0,0.0
6,10,2,0,0,10,2,2,10,2,2,0,0,0,0,0,0,0,0.0004,0.002,0.0,0.0,0.0,0.0
7,12,2,0,0,12,2,2,12,2,2,0,0,0,0,0,0,0,0.0004,0.0024,0.0,0.0,0.0,0.0
8,14,2,0,1,13,2,2,13,2,2,0,1,0,0,0,0,0,0.0004,0.0026,0.0002,0.0,0.0,0.0
9,17,2,0,1,16,2,2,16,2,2,0,1,0,0,0,0,0,0.0004,0.0032,0.0002,0.0,0.0,0.0
10,20,2,0,1,19,2,2,19,2,2,0,1,0,0,0,0,0,0.0004,0.0038,0.0002,0.0,0.0,0.0
11,27,3,0,3,24,3,4,24,3,4,0,3,0,0,0,0,0,0.0006,0.0048,0.0006,0.0,0.0,0.0
12,31,6,0,3,28,6,5,28,6,5,0,3,0,0,0,0,0,0.0012,0.0056,0.0006,0.0,0.0,0.0
13,33,7,0,5,28,6,4,28,7,4,0,5,0,0,0,0,0,0.0012,0.0056,0.001,0.0,0.0,0.0
14,36,8,1,7,28,5,2,28,8,2,1,7,0,0,0,0,0,0.001,0.0056,0.0014,0.02778,0.0,0.0
15,37,8,1,8,28,4,2,28,8,2,1,8,0,0,0,0,0,0.0008,0.0056,0.0016,0.02703,0.0,0.0
16,38,8,1,10,27,4,2,27,8,2,1,10,0,0,0,0,0,0.0008,0.0054,0.002,0.02632,0.0,0.0
17,41,9,1,12,28,4,1,27,9,1,1,12,1,0,0,0,0,0.0008,0.0056,0.0024,0.02439,0.0,0.0
18,45,9,1,13,31,4,3,30,9,3,1,13,1,0,0,0,0,0.0008,0.0062,0.0026,0.02222,0.0,0.0
19,48,11,1,14,33,5,3,32,11,3,1,14,1,0,0,0,0,0.001,0.0066,0.0028,0.02083,0.0,0.0
20,49,11,1,16,32,4,3,31,11,3,1,16,1,0,0,0,0,0.0008,0.0064,0.0032,0.02041,0.0,0.0
21,51,11,1,19,31,3,2,29,11,2,1,19,2,0,0,0,0,0.0006,0.0062,0.0038,0.01961,0.0,0.0
22,53,12,1,23,29,3,1,27,12,1,1,23,2,0,0,0,0,0.0006,0.0058,0.0046,0.01887,0.0,0.0
23,54,12,1,28,25,2,1,24,12,1,1,27,1,0,0,0,1,0.0004,0.005,0.0056,0.01852,0.0,0.0
24,57,12,1,30,26,2,1,24,12,1,1,29,2,0,0,0,1,0.0004,0.0052,0.006,0.01754,0.0,0.0
25,57,12,1,31,25,2,1,23,12,1,1,30,2,0,0,0,1,0.0004,0.005,0.0062,0.01754,0.0,0.0
26,63,13,1,34,28,3,1,25,13,1,1,33,3,0,0,0,1,0.0006,0.0056,0.0068,0.01587,0.0,0.0
27,65,13,1,38,26,2,0,22,13,0,1,37,4,0,0,0,1,0.0004,0.0052,0.0076,0.01538,0.0,0.0
28,70,13,1,41,28,2,1,24,13,0,1,39,4,0,1,0,2,0.0004,0.0056,0.0082,0.01429,0.0,0.0
29,73,14,1,43,29,3,1,24,13,0,1,40,5,1,1,0,3,0.0006,0.0058,0.0086,0.0137,0.0,0.0
30,79,14,1,44,34,3,3,29,13,2,1,41,5,1,1,0,3,0.0006,0.0068,0.0088,0.01266,0.0,0.0
31,83,18,1,46,36,7,3,30,17,2,1,42,6,1,1,0,4,0.0014,0.0072,0.0092,0.01205,0.0,0.0
32,89,18,1,49,39,6,4,32,17,3,1,44,7,1,1,0,5,0.0012,0.0078,0.0098,0.01124,0.0,0.0
33,92,20,1,52,39,6,4,31,18,3,1,47,8,2,1,0,5,0.0012,0.0078,0.0104,0.01087,0.0,0.0
34,99,20,1,54,44,5,4,34,18,3,1,49,10,2,1,0,5,0.001,0.0088,0.0108,0.0101,0.0,0.0
35,106,22,1,56,49,5,3,38,19,2,1,51,11,3,1,0,5,0.001,0.0098,0.0112,0.00943,0.0,0.0
36,113,23,1,60,52,6,3,38,20,2,1,55,14,3,1,0,5,0.0012,0.0104,0.012,0.00885,0.0,0.0
37,121,23,1,60,60,6,3,43,20,2,1,55,17,3,1,0,5,0.0012,0.012,0.012,0.00826,0.0,0.0
38,130,25,2,64,64,5,2,46,21,2,1,58,18,4,0,1,6,0.001,0.01281,0.01281,0.01538,0.0,0.0
39,138,28,2,67,69,7,3,50,23,3,1,61,19,5,0,1,6,0.0014,0.01381,0.01341,0.01449,0.0,0.0
40,144,29,2,75,67,6,3,47,24,2,1,68,20,5,1,1,7,0.0012,0.01341,0.01501,0.01389,0.0,0.0
41,152,31,2,77,73,8,5,53,25,3,1,69,20,6,2,1,8,0.0016,0.01461,0.01541,0.01316,0.0,0.0
42,158,33,2,82,74,9,7,59,26,5,1,72,15,7,2,1,10,0.0018,0.01481,0.01641,0.01266,0.0,0.0
43,166,36,2,88,76,11,8,62,29,6,1,76,14,7,2,1,12,0.0022,0.01521,0.01761,0.01205,0.0,0.0
44,178,38,2,91,85,12,10,68,31,8,1,78,17,7,2,1,13,0.0024,0.01701,0.01821,0.01124,0.0,0.0
45,193,41,2,96,95,14,9,78,34,7,1,82,17,7,2,1,14,0.0028,0.01901,0.01921,0.01036,0.0,0.0
46,208,42,4,106,98,11,7,84,35,6,2,89,14,7,1,2,17,0.0022,0.01962,0.02122,0.01923,0.0,0.0
47,220,43,4,114,102,7,5,89,36,4,2,96,13,7,1,2,18,0.0014,0.02042,0.02282,0.01818,0.0,0.0
48,231,45,4,116,111,8,6,98,37,5,2,97,13,8,1,2,19,0.0016,0.02222,0.02322,0.01732,0.0,0.0
49,243,47,4,123,116,10,9,104,39,7,2,102,12,8,2,2,21,0.002,0.02322,0.02462,0.01646,0.0,0.0
50,257,52,4,130,123,13,11,110,43,8,2,109,13,9,3,2,21,0.0026,0.02462,0.02602,0.01556,0.0,0.0
51,273,56,5,141,127,14,11,115,46,8,3,119,12,10,3,2,22,0.0028,0.02543,0.02823,0.01832,0.0,0.0
52,291,61,5,155,131,15,8,119,50,5,3,131,12,11,3,2,24,0.003,0.02623,0.03103,0.01718,0.0,0.0
53,313,63,5,166,142,13,7,128,52,4,3,141,14,11,3,2,25,0.0026,0.02843,0.03323,0.01597,0.0,0.0
