Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
3,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.0,0.0
4,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.0,0.0
5,5,1,0,0,5,1,5,1,1,0,0,0,0,0,0,0,0.0,0.0
6,7,2,0,0,7,1,7,2,1,0,0,0,0,0,0,0,0.0,0.0
7,12,2,0,0,12,1,12,2,1,0,0,0,0,0,0,0,0.0,0.0
8,20,2,0,0,20,1,20,2,1,0,0,0,0,0,0,0,0.0,0.0
9,27,4,0,0,27,1,26,4,1,0,0,1,0,0,0,0,0.01,0.0
10,38,4,0,2,36,0,35,4,0,0,2,1,0,0,0,0,0.01,0.0
11,49,5,0,2,47,1,46,5,1,0,2,1,0,0,0,0,0.01,0.0
12,61,8,0,2,59,1,57,8,1,0,2,2,0,0,0,0,0.01,0.0
13,77,15,0,4,73,3,71,15,3,0,4,2,0,0,0,0,0.01,0.0
14,85,22,0,4,81,4,79,22,4,0,4,2,0,0,0,0,0.02,0.0
15,95,24,0,9,86,8,81,24,8,0,7,5,0,0,0,2,0.02,0.0
16,106,29,0,11,95,14,88,28,14,0,9,7,1,0,0,2,0.02,0.0
17,118,38,0,13,105,17,98,37,17,0,11,7,1,0,0,2,0.02,0.0
18,140,49,2,15,123,15,111,46,15,2,13,12,3,0,0,2,0.02,0.01
19,154,52,3,28,123,13,110,49,12,3,25,13,3,1,0,3,0.02,0.02
20,169,58,4,37,128,13,115,53,11,4,32,13,5,2,0,5,0.03,0.02
21,185,67,6,42,137,17,124,61,15,6,37,13,6,2,0,5,0.03,0.03
22,205,79,6,50,149,19,134,72,16,6,45,15,7,3,0,5,0.03,0.03
23,225,89,8,56,161,20,145,80,17,7,51,16,9,3,1,5,0.03,0.04
24,244,96,10,70,164,20,146,86,16,9,64,18,10,4,1,6,0.03,0.04
25,276,100,11,77,188,17,163,88,14,10,70,25,12,3,1,7,0.04,0.04
26,299,103,12,90,197,16,172,91,13,11,80,25,12,3,1,10,0.04,0.04
27,324,108,14,104,206,15,174,95,12,13,92,32,13,3,1,12,0.04,0.04
28,348,120,14,115,219,13,184,105,9,13,102,35,15,4,1,13,0.04,0.04
29,370,129,15,126,229,16,192,111,11,14,112,37,18,5,1,14,0.05,0.04
30,404,149,15,144,245,18,206,127,15,14,125,39,22,3,1,19,0.05,0.04
31,431,170,17,163,251,17,212,145,15,15,142,39,25,2,2,21,0.05,0.04
32,460,184,17,185,258,20,220,156,17,15,158,38,28,3,2,27,0.05,0.04
33,488,203,18,197,273,24,230,172,21,16,170,43,31,3,2,27,0.05,0.04
34,521,217,18,216,287,32,238,185,28,16,183,49,32,4,2,33,0.06,0.03
35,560,234,18,240,302,39,250,200,33,16,203,52,34,6,2,37,0.06,0.03
36,588,253,19,260,309,46,253,215,39,17,220,56,38,7,2,40,0.06,0.03
37,626,270,19,278,329,53,270,228,44,17,234,59,42,9,2,44,0.07,0.03
38,657,293,19,300,338,54,276,246,45,17,253,62,47,9,2,47,0.07,0.03
39,689,312,19,332,338,49,276,263,41,17,279,62,49,8,2,53,0.07,0.03
40,730,335,20,356,354,44,289,285,35,18,298,65,50,9,2,58,0.07,0.03
41,770,350,22,384,364,34,293,295,26,20,322,71,55,8,2,62,0.07,0.03
42,803,368,25,414,364,34,288,309,26,22,346,76,59,8,3,68,0.07,0.03
43,839,385,26,444,369,36,281,322,26,22,374,88,63,10,4,70,0.07,0.03
44,877,403,29,476,372,35,275,333,24,25,398,97,70,11,4,78,0.07,0.03
45,912,424,29,504,379,39,278,346,28,25,420,101,78,11,4,84,0.08,0.03
46,954,442,29,529,396,44,286,358,30,25,438,110,84,14,4,91,0.08,0.03
47,993,457,31,556,406,44,288,368,28,27,460,118,89,16,4,96,0.08,0.03
48,1028,478,32,592,404,47,286,382,31,28,488,118,96,16,4,104,0.08,0.03
49,1077,502,33,627,417,49,279,400,34,29,514,138,102,15,4,113,0.08,0.03
50,1121,531,35,653,433,46,287,422,33,31,532,146,109,13,4,121,0.09,0.03
51,1161,556,39,696,426,38,291,439,29,33,561,135,117,9,6,135,0.09,0.03
52,1213,573,41,729,443,36,296,453,25,33,588,147,120,11,8,141,0.09,0.03
53,1258,596,42,750,466,34,311,465,24,34,601,155,131,10,8,149,0.09,0.03
54,1303,618,45,787,471,38,301,479,24,37,628,170,139,14,8,159,0.09,0.03
55,1346,648,45,827,474,42,292,498,25,37,658,182,150,17,8,169,0.09,0.03
56,1392,673,46,868,478,43,282,509,26,38,687,196,164,17,8,181,0.1,0.03
57,1439,704,46,912,481,42,283,532,24,38,711,198,172,18,8,201,0.1,0.03
58,1494,731,47,947,500,49,291,546,26,38,735,209,185,23,9,212,0.1,0.03
59,1536,763,47,990,499,57,279,565,30,38,765,220,198,27,9,225,0.1,0.03
60,1588,799,51,1031,506,62,280,586,29,40,789,226,213,33,11,242,0.1,0.03
61,1631,824,51,1073,507,65,285,601,33,40,808,222,223,32,11,265,0.1,0.03
62,1682,854,53,1111,518,68,287,618,31,40,833,231,236,37,13,278,0.1,0.03
63,1736,877,56,1152,528,66,292,628,33,42,857,236,249,33,14,295,0.11,0.03
64,1797,916,59,1202,536,69,286,653,35,42,891,250,263,34,17,311,0.11,0.03
65,1852,949,59,1240,553,73,289,667,41,42,912,264,282,32,17,328,0.11,0.03
66,1907,974,60,1283,564,67,287,684,39,43,932,277,290,28,17,351,0.11,0.03
67,1961,998,62,1325,574,67,290,695,36,44,958,284,303,31,18,367,0.11,0.03
68,2018,1030,63,1384,571,70,275,710,36,45,991,296,320,34,18,393,0.11,0.03
69,2072,1072,64,1427,581,65,279,734,35,45,1011,302,338,30,19,416,0.12,0.03
70,2248,1113,66,1467,715,64,339,748,32,45,1034,376,365,32,21,433,0.14,0.03
71,2424,1162,67,1512,845,67,380,775,34,45,1057,465,387,33,22,455,0.17,0.03
72,2604,1216,68,1576,960,65,438,796,28,45,1091,522,420,37,23,485,0.19,0.03
73,2792,1267,69,1623,1100,71,502,820,30,46,1113,598,447,41,23,510,0.22,0.02
