Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.001,0.0
2,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.001,0.0
3,4,0,0,0,4,1,4,0,1,0,0,0,0,0,0,0,0.00133,0.0
4,5,1,0,0,5,1,5,1,1,0,0,0,0,0,0,0,0.00167,0.0
5,6,1,0,0,6,1,6,1,1,0,0,0,0,0,0,0,0.002,0.0
6,6,1,0,0,6,1,6,1,1,0,0,0,0,0,0,0,0.002,0.0
7,6,2,0,0,6,1,6,2,1,0,0,0,0,0,0,0,0.002,0.0
8,6,2,0,0,6,1,6,2,1,0,0,0,0,0,0,0,0.002,0.0
9,7,2,0,2,5,0,5,2,0,0,2,0,0,0,0,0,0.00167,0.0
10,8,2,0,3,5,0,5,2,0,0,3,0,0,0,0,0,0.00167,0.0
11,10,2,0,3,7,0,7,2,0,0,3,0,0,0,0,0,0.00233,0.0
12,10,2,0,3,7,0,7,2,0,0,3,0,0,0,0,0,0.00233,0.0
13,10,2,0,3,7,0,7,2,0,0,3,0,0,0,0,0,0.00233,0.0
14,10,2,0,4,6,0,6,2,0,0,4,0,0,0,0,0,0.002,0.0
15,11,2,0,6,5,0,5,2,0,0,6,0,0,0,0,0,0.00167,0.0
16,12,3,0,7,5,0,5,3,0,0,7,0,0,0,0,0,0.00167,0.0
17,13,3,0,7,6,1,6,3,1,0,7,0,0,0,0,0,0.002,0.0
18,15,4,0,7,8,1,8,4,1,0,7,0,0,0,0,0,0.00267,0.0
19,17,6,0,7,10,1,10,6,1,0,7,0,0,0,0,0,0.00333,0.0
20,21,7,0,8,13,0,13,7,0,0,8,0,0,0,0,0,0.00433,0.0
21,23,7,0,8,15,0,15,7,0,0,8,0,0,0,0,0,0.005,0.0
22,24,8,0,9,15,0,15,8,0,0,9,0,0,0,0,0,0.005,0.0
23,27,8,0,10,17,0,17,8,0,0,10,0,0,0,0,0,0.00567,0.0
24,29,11,0,10,19,0,18,11,0,0,10,1,0,0,0,0,0.00633,0.0
25,30,11,0,10,20,0,20,11,0,0,10,0,0,0,0,0,0.00667,0.0
26,30,12,0,11,19,0,18,12,0,0,11,1,0,0,0,0,0.00633,0.0
27,33,12,0,14,19,0,18,12,0,0,14,1,0,0,0,0,0.00633,0.0
28,33,14,0,14,19,1,16,13,0,0,14,3,1,1,0,0,0.00633,0.0
29,36,16,0,17,19,1,16,14,0,0,16,3,2,1,0,1,0.00633,0.0
30,39,17,0,17,22,1,17,14,0,0,16,5,3,1,0,1,0.00733,0.0
31,41,18,0,18,23,1,18,15,0,0,17,5,3,1,0,1,0.00767,0.0
32,42,19,0,22,20,0,17,15,0,0,20,3,4,0,0,2,0.00667,0.0
33,45,19,0,24,21,0,17,15,0,0,21,4,4,0,0,3,0.007,0.0
34,51,24,0,29,22,1,18,19,1,0,25,4,5,0,0,4,0.00733,0.0
35,53,25,0,29,24,3,19,20,2,0,25,5,5,1,0,4,0.008,0.0
36,55,26,0,30,25,2,20,20,1,0,26,5,6,1,0,4,0.00833,0.0
37,58,26,0,31,27,2,22,20,1,0,27,5,6,1,0,4,0.009,0.0
38,62,27,0,32,30,2,26,21,1,0,27,4,6,1,0,5,0.01,0.0
39,66,29,0,34,32,2,29,23,2,0,28,3,6,0,0,6,0.01067,0.0
40,72,30,0,36,36,2,32,24,2,0,30,4,6,0,0,6,0.012,0.0
