Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
2,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.0
4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
5,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
6,4,0,0,0,4,0,1,4,0,1,0,0,0,0,0,0,0,0.0,0.00133,0.0,0.0,0.0,0.0
7,5,1,0,0,5,1,1,3,1,1,0,0,2,0,0,0,0,0.00033,0.00167,0.0,0.0,0.0,0.0
8,6,1,0,0,6,1,1,4,1,1,0,0,2,0,0,0,0,0.00033,0.002,0.0,0.0,0.0,0.0
9,6,1,0,0,6,1,1,4,1,1,0,0,2,0,0,0,0,0.00033,0.002,0.0,0.0,0.0,0.0
10,9,1,1,0,8,0,0,6,1,0,1,0,2,0,0,0,0,0.0,0.00267,0.0,0.11111,0.0,0.0
11,11,2,1,0,10,1,0,8,2,0,1,0,2,0,0,0,0,0.00033,0.00333,0.0,0.09091,0.0,0.0
12,12,2,1,0,11,1,0,9,2,0,1,0,2,0,0,0,0,0.00033,0.00367,0.0,0.08333,0.0,0.0
13,12,3,1,1,10,2,0,8,3,0,1,0,2,0,0,0,1,0.00067,0.00333,0.00033,0.08333,0.0,0.0
14,16,4,1,3,12,2,0,8,4,0,1,2,4,0,0,0,1,0.00067,0.004,0.001,0.0625,0.0,0.0
15,19,4,1,3,15,2,0,12,4,0,1,2,3,0,0,0,1,0.00067,0.005,0.001,0.05263,0.0,0.0
16,20,4,1,4,15,2,0,12,4,0,1,3,3,0,0,0,1,0.00067,0.005,0.00133,0.05,0.0,0.0
17,21,4,1,4,16,2,0,13,4,0,1,3,3,0,0,0,1,0.00067,0.00534,0.00133,0.04762,0.0,0.0
18,24,4,1,5,18,1,1,12,4,0,1,4,6,0,1,0,1,0.00033,0.006,0.00167,0.04167,0.0,0.0
19,26,5,1,5,20,2,1,12,4,0,1,4,8,1,1,0,1,0.00067,0.00667,0.00167,0.03846,0.0,0.0
20,28,5,1,7,20,1,1,10,4,0,1,5,10,1,1,0,2,0.00033,0.00667,0.00233,0.03571,0.0,0.0
21,29,5,1,9,19,1,1,8,4,0,1,7,11,1,1,0,2,0.00033,0.00634,0.003,0.03448,0.0,0.0
22,30,5,1,11,18,1,1,8,4,0,1,7,10,1,1,0,4,0.00033,0.006,0.00367,0.03333,0.0,0.0
23,33,6,1,14,18,2,1,8,5,0,1,10,10,1,1,0,4,0.00067,0.006,0.00467,0.0303,0.0,0.0
24,36,7,1,14,21,3,2,10,6,0,1,10,11,1,2,0,4,0.001,0.007,0.00467,0.02778,0.0,0.0
25,42,8,1,15,26,4,3,11,6,0,1,11,15,2,3,0,4,0.00133,0.00867,0.005,0.02381,0.0,0.0
26,46,10,1,17,28,5,2,12,7,0,1,12,16,3,2,0,5,0.00167,0.00934,0.00567,0.02174,0.0,0.0
27,49,10,1,17,31,5,2,13,7,0,1,12,18,3,2,0,5,0.00167,0.01034,0.00567,0.02041,0.0,0.0
28,55,11,1,19,35,5,2,11,7,0,1,13,24,4,2,0,6,0.00167,0.01167,0.00634,0.01818,0.0,0.0
29,60,12,2,21,37,4,2,10,8,2,1,13,27,4,0,1,8,0.00133,0.01234,0.007,0.03333,0.0,0.0
30,65,14,2,21,42,6,3,12,10,2,1,13,30,4,1,1,8,0.002,0.01401,0.007,0.03077,0.0,0.0
31,73,15,2,25,46,5,4,12,10,2,1,15,34,5,2,1,10,0.00167,0.01534,0.00834,0.0274,0.0,0.0
32,74,16,2,28,44,6,5,13,10,2,1,16,31,6,3,1,12,0.002,0.01468,0.00934,0.02703,0.0,0.0
33,81,18,3,34,44,6,5,13,11,1,2,18,31,7,4,1,16,0.002,0.01468,0.01134,0.03704,0.0,0.0
34,87,19,3,37,47,5,3,15,11,0,2,19,32,8,3,1,18,0.00167,0.01568,0.01235,0.03448,0.0,0.0
35,88,19,3,37,48,5,6,15,11,0,2,19,33,8,6,1,18,0.00167,0.01602,0.01235,0.03409,0.0,0.0
36,96,22,3,40,53,7,5,17,11,0,2,19,36,11,5,1,21,0.00234,0.01768,0.01335,0.03125,0.0,0.0
37,105,23,3,45,57,6,6,20,11,0,2,22,37,12,6,1,23,0.002,0.01902,0.01502,0.02857,0.0,0.0
38,113,26,3,48,62,7,7,21,11,1,2,23,41,15,6,1,25,0.00234,0.02069,0.01602,0.02655,0.0,0.0
39,122,31,3,54,65,10,7,24,14,1,2,24,41,17,6,1,30,0.00334,0.02169,0.01802,0.02459,0.0,0.0
40,128,33,3,60,65,11,8,23,14,1,2,26,42,19,7,1,34,0.00367,0.02169,0.02002,0.02344,0.0,0.0
41,138,35,4,64,70,10,6,24,14,1,2,27,46,21,5,2,37,0.00334,0.02336,0.02136,0.02899,0.0,0.0
42,150,38,4,71,75,10,4,22,14,0,2,32,53,24,4,2,39,0.00334,0.02503,0.0237,0.02667,0.0,0.0
