Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0.001,0.0
6,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0.00167,0.0
7,6,0,0,2,4,0,0,0,0,0,0,4,0,0,0,2,0.00133,0.0
8,8,0,0,2,6,0,0,0,0,0,0,6,0,0,0,2,0.002,0.0
9,9,0,0,2,7,0,0,0,0,0,0,7,0,0,0,2,0.00233,0.0
10,10,0,0,3,7,0,0,0,0,0,0,7,0,0,0,3,0.00233,0.0
11,10,1,0,3,7,0,0,0,0,0,0,7,1,0,0,3,0.00233,0.0
12,12,1,0,3,9,0,0,0,0,0,0,9,1,0,0,3,0.003,0.0
13,14,1,0,4,10,1,0,0,0,0,0,10,1,1,0,4,0.00333,0.0
14,18,2,0,4,14,1,0,0,0,0,0,14,2,1,0,4,0.00467,0.0
15,22,2,0,4,18,1,0,0,0,0,0,18,2,1,0,4,0.006,0.0
16,36,3,0,5,31,1,0,0,0,0,0,31,3,1,0,5,0.01033,0.0
17,44,6,0,6,38,1,1,0,0,0,0,37,6,1,0,6,0.01267,0.0
18,60,10,0,8,52,1,2,0,0,0,0,50,10,1,0,8,0.01733,0.0
19,67,15,0,8,59,3,2,1,0,0,0,57,14,3,0,8,0.01967,0.0
20,73,21,0,11,62,6,2,1,0,0,0,60,20,6,0,11,0.02067,0.0
21,80,24,0,12,68,8,3,1,0,0,0,65,23,8,0,12,0.02267,0.0
22,96,28,0,15,81,8,3,1,1,0,0,78,27,7,0,15,0.027,0.0
23,113,35,0,17,96,9,3,2,1,0,0,93,33,8,0,17,0.032,0.0
24,126,40,2,21,103,8,4,2,1,0,0,99,38,7,2,21,0.03433,0.01587
25,138,45,3,27,108,11,7,2,1,0,0,101,43,10,3,27,0.036,0.02174
26,147,50,3,32,112,10,9,2,1,0,0,103,48,9,3,32,0.03733,0.02041
27,158,53,4,36,118,11,11,2,1,0,0,107,51,10,4,36,0.03933,0.02532
28,172,60,4,47,121,14,12,3,3,0,0,109,57,11,4,47,0.04033,0.02326
29,183,69,4,57,122,12,13,4,2,0,2,109,65,10,4,55,0.04067,0.02186
30,198,73,4,64,130,15,15,5,2,0,2,115,68,13,4,62,0.04333,0.0202
31,215,84,4,74,137,15,18,7,2,0,2,119,77,13,4,72,0.04567,0.0186
32,230,89,4,84,142,19,20,8,2,0,3,122,81,17,4,81,0.04733,0.01739
33,247,97,6,89,152,21,19,8,2,1,4,133,89,19,5,85,0.05067,0.02429
34,264,104,6,100,158,18,19,10,2,1,7,139,94,16,5,93,0.05267,0.02273
35,286,113,7,112,167,19,19,13,3,1,9,148,100,16,6,103,0.05567,0.02448
36,306,120,8,118,180,23,21,13,4,1,10,159,107,19,7,108,0.06,0.02614
37,326,136,8,131,187,22,25,15,4,1,11,162,121,18,7,120,0.06233,0.02454
38,345,149,9,150,186,18,26,16,3,1,16,160,133,15,8,134,0.062,0.02609
39,363,164,11,157,195,17,31,17,3,1,17,164,147,14,10,140,0.065,0.0303
40,451,174,11,175,265,16,49,18,3,1,18,216,156,13,10,157,0.08833,0.02439
41,542,191,11,186,345,20,73,19,3,1,19,272,172,17,10,167,0.115,0.0203
42,641,206,11,202,428,22,93,22,3,1,21,335,184,19,10,181,0.14267,0.01716
43,781,225,11,218,552,26,131,29,4,1,22,421,196,22,10,196,0.184,0.01408
44,920,258,12,236,672,30,163,41,3,1,26,509,217,27,11,210,0.224,0.01304
45,1052,298,12,252,788,37,208,49,6,1,30,580,249,31,11,222,0.26267,0.01141
46,1244,342,12,285,947,46,276,64,9,1,38,671,278,37,11,247,0.31567,0.00965
47,1437,398,12,306,1119,68,343,82,11,1,41,776,316,57,11,265,0.373,0.00835
