Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.001,0.0
3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.00133,0.0
4,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
5,13,2,0,0,13,0,13,2,0,0,0,0,0,0,0,0,0.00433,0.0
6,18,2,0,0,18,0,18,2,0,0,0,0,0,0,0,0,0.006,0.0
7,21,5,0,0,21,1,21,5,1,0,0,0,0,0,0,0,0.007,0.0
8,28,7,0,0,28,2,26,7,2,0,0,2,0,0,0,0,0.00933,0.0
9,43,9,0,1,42,2,41,9,2,0,1,1,0,0,0,0,0.014,0.0
10,59,9,0,1,58,4,57,9,4,0,1,1,0,0,0,0,0.01933,0.0
11,83,12,0,1,82,4,81,12,4,0,1,1,0,0,0,0,0.02733,0.0
12,103,16,1,4,98,8,97,16,8,1,4,1,0,0,0,0,0.03267,0.00971
13,147,30,1,6,140,10,139,30,10,1,6,1,0,0,0,0,0.04667,0.0068
14,201,36,1,9,191,13,185,36,13,1,9,6,0,0,0,0,0.06367,0.00498
15,268,52,1,13,254,12,240,51,12,1,13,14,1,0,0,0,0.08467,0.00373
16,354,65,1,15,338,19,315,62,18,1,14,23,3,1,0,1,0.11267,0.00282
17,452,89,1,25,426,23,379,85,22,1,24,47,4,1,0,1,0.142,0.00221
18,558,119,1,39,518,32,457,112,31,1,37,61,7,1,0,2,0.17267,0.00179
19,594,148,1,56,537,43,472,139,40,1,53,65,9,3,0,3,0.179,0.00168
20,650,180,1,79,570,53,497,167,49,1,75,73,13,4,0,4,0.19,0.00154
21,703,215,1,95,607,66,529,196,59,1,89,78,19,7,0,6,0.20233,0.00142
22,758,255,1,128,629,68,542,230,62,1,118,87,25,6,0,10,0.20967,0.00132
23,820,290,1,157,662,78,563,260,71,1,145,99,30,7,0,12,0.22067,0.00122
24,876,331,2,205,669,77,567,294,65,2,187,102,37,12,0,18,0.223,0.00228
25,933,375,5,258,670,86,556,329,73,5,231,114,46,13,0,27,0.22333,0.00536
26,983,411,5,310,668,95,554,360,79,5,274,114,51,16,0,36,0.22267,0.00509
27,1020,454,6,364,650,93,528,396,72,6,324,122,58,21,0,40,0.21667,0.00588
28,1063,498,8,424,631,94,512,428,74,8,371,119,70,20,0,53,0.21033,0.00753
29,1116,530,12,492,612,86,489,455,68,12,426,123,75,18,0,66,0.204,0.01075
30,1174,565,12,557,605,79,470,484,60,12,485,135,81,19,0,72,0.20167,0.01022
31,1213,592,12,629,572,69,432,506,51,12,542,140,86,18,0,87,0.19067,0.00989
32,1241,623,13,705,523,64,378,527,46,12,608,145,96,18,1,97,0.17433,0.01048
33,1286,654,13,760,513,65,369,549,46,12,649,144,105,19,1,111,0.171,0.01011
34,1322,687,15,813,494,66,346,569,49,12,692,148,118,17,3,121,0.16467,0.01135
35,1371,716,16,869,486,62,322,588,45,13,740,164,128,17,3,129,0.162,0.01167
36,1413,740,16,908,489,66,317,605,51,13,766,172,135,15,3,142,0.163,0.01132
37,1443,761,17,950,476,68,298,618,52,14,798,178,143,16,3,152,0.15867,0.01178
38,1474,788,18,989,467,64,272,633,45,15,830,195,155,19,3,159,0.15567,0.01221
39,1512,803,19,1040,453,56,249,645,35,16,865,204,158,21,3,175,0.151,0.01257
40,1545,819,20,1085,440,48,224,652,28,17,901,216,167,20,3,184,0.14667,0.01294
41,1574,835,22,1126,426,43,203,663,23,19,928,223,172,20,3,198,0.142,0.01398
42,1604,862,24,1174,406,39,182,672,20,20,958,224,190,19,4,216,0.13533,0.01496
43,1632,885,25,1215,392,39,168,679,20,20,976,224,206,19,5,239,0.13067,0.01532
44,1652,903,26,1250,376,40,158,687,22,21,991,218,216,18,5,259,0.12533,0.01574
45,1689,922,27,1290,372,36,146,694,16,22,1017,226,228,20,5,273,0.124,0.01599
46,1712,940,28,1327,357,35,127,700,13,23,1040,230,240,22,5,287,0.119,0.01636
47,1796,957,28,1373,395,36,126,707,11,23,1063,269,250,25,5,310,0.13167,0.01559
48,1881,987,28,1401,452,37,130,715,12,23,1076,322,272,25,5,325,0.15067,0.01489
49,1957,1010,28,1445,484,41,145,722,13,23,1091,339,288,28,5,354,0.16133,0.01431
50,2030,1038,29,1476,525,41,161,728,14,23,1101,364,310,27,6,375,0.175,0.01429
51,2116,1070,30,1508,578,41,163,738,12,23,1117,415,332,29,7,391,0.19267,0.01418
52,2186,1102,30,1525,631,52,183,746,16,23,1124,448,356,36,7,401,0.21033,0.01372
53,2263,1145,31,1572,660,52,192,760,18,23,1136,468,385,34,8,436,0.22,0.0137
