Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
3,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
4,5,0,0,0,5,0,1,5,0,1,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
5,7,1,0,0,7,1,1,5,1,1,0,0,2,0,0,0,0,0.00033,0.00233,0.0,0.0,0.0,0.0
6,9,1,0,0,9,1,1,7,1,1,0,0,2,0,0,0,0,0.00033,0.003,0.0,0.0,0.0,0.0
7,9,1,0,1,8,1,1,6,1,1,0,1,2,0,0,0,0,0.00033,0.00267,0.00033,0.0,0.0,0.0
8,12,1,0,3,9,1,1,6,1,1,0,3,3,0,0,0,0,0.00033,0.003,0.001,0.0,0.0,0.0
9,14,1,0,3,11,1,2,8,1,2,0,3,3,0,0,0,0,0.00033,0.00367,0.001,0.0,0.0,0.0
10,16,2,1,3,12,1,1,9,2,1,1,3,3,0,0,0,0,0.00033,0.004,0.001,0.0625,0.0,0.0
11,16,2,1,4,11,1,1,9,2,1,1,3,2,0,0,0,1,0.00033,0.00367,0.00133,0.0625,0.0,0.0
12,19,2,1,4,14,1,1,10,2,1,1,3,4,0,0,0,1,0.00033,0.00467,0.00133,0.05263,0.0,0.0
13,19,2,1,4,14,1,1,10,2,1,1,3,4,0,0,0,1,0.00033,0.00467,0.00133,0.05263,0.0,0.0
14,22,2,1,4,17,1,1,11,2,1,1,3,6,0,0,0,1,0.00033,0.00567,0.00133,0.04545,0.0,0.0
15,26,2,1,7,18,1,2,10,2,2,1,6,8,0,0,0,1,0.00033,0.006,0.00233,0.03846,0.0,0.0
16,30,3,1,10,19,1,1,11,3,1,1,7,8,0,0,0,3,0.00033,0.00634,0.00333,0.03333,0.0,0.0
17,31,3,1,11,19,1,2,11,3,2,1,8,8,0,0,0,3,0.00033,0.00634,0.00367,0.03226,0.0,0.0
18,32,4,1,11,20,2,4,11,4,4,1,8,9,0,0,0,3,0.00067,0.00667,0.00367,0.03125,0.0,0.0
19,33,6,1,12,20,4,4,11,6,4,1,9,9,0,0,0,3,0.00133,0.00667,0.004,0.0303,0.0,0.0
20,36,6,1,13,22,3,4,12,6,4,1,10,10,0,0,0,3,0.001,0.00734,0.00433,0.02778,0.0,0.0
21,42,7,1,13,28,4,5,15,7,4,1,10,13,0,1,0,3,0.00133,0.00934,0.00433,0.02381,0.0,0.0
22,45,8,1,14,30,5,5,15,7,4,1,11,15,1,1,0,3,0.00167,0.01,0.00467,0.02222,0.0,0.0
23,51,8,2,14,35,4,5,16,7,4,2,11,19,1,1,0,3,0.00133,0.01167,0.00467,0.03922,0.0,0.0
24,55,9,3,17,35,3,3,14,8,2,3,14,21,1,1,0,3,0.001,0.01168,0.00567,0.05455,0.0,0.0
25,62,9,4,20,38,1,1,16,8,1,3,15,22,1,0,1,5,0.00033,0.01268,0.00668,0.06452,0.0,0.0
26,70,11,4,22,44,3,1,22,8,1,3,15,22,3,0,1,7,0.001,0.01469,0.00734,0.05714,0.0,0.0
27,72,12,4,23,45,4,1,24,8,1,3,15,21,4,0,1,8,0.00134,0.01502,0.00768,0.05556,0.0,0.0
28,79,14,4,26,49,5,1,27,9,1,3,16,22,5,0,1,10,0.00167,0.01636,0.00868,0.05063,0.0,0.0
29,82,14,5,29,48,4,0,25,9,0,4,17,23,5,0,1,12,0.00134,0.01603,0.00968,0.06098,0.0,0.0
30,88,14,5,32,51,4,0,27,9,0,4,19,24,5,0,1,13,0.00134,0.01703,0.01068,0.05682,0.0,0.0
31,95,14,5,36,54,2,2,31,9,2,4,21,23,5,0,1,15,0.00067,0.01803,0.01202,0.05263,0.0,0.0
32,107,16,5,40,62,4,3,36,11,3,4,21,26,5,0,1,19,0.00134,0.0207,0.01336,0.04673,0.0,0.0
33,117,18,5,42,70,5,5,40,13,4,4,23,30,5,1,1,19,0.00167,0.02337,0.01402,0.04274,0.0,0.0
34,125,20,5,47,73,7,7,42,14,6,4,26,31,6,1,1,21,0.00234,0.02437,0.01569,0.04,0.0,0.0
35,135,22,5,54,76,5,7,43,16,3,4,31,33,6,4,1,23,0.00167,0.02538,0.01803,0.03704,0.0,0.0
36,144,26,5,61,78,9,7,42,17,3,4,35,36,9,4,1,26,0.00301,0.02604,0.02037,0.03472,0.0,0.0
37,154,27,5,65,84,10,9,44,18,3,4,37,40,9,6,1,28,0.00334,0.02805,0.0217,0.03247,0.0,0.0
38,160,30,5,71,84,13,10,39,19,3,4,41,45,11,7,1,30,0.00434,0.02805,0.02371,0.03125,0.0,0.0
39,168,31,5,79,84,9,9,38,19,2,4,45,46,12,7,1,34,0.00301,0.02805,0.02638,0.02976,0.0,0.0
40,175,33,6,82,87,9,10,38,20,2,4,48,49,13,8,2,34,0.00301,0.02906,0.02739,0.03429,0.0,0.0
41,181,35,6,85,90,11,11,38,20,2,4,49,52,15,9,2,36,0.00367,0.03006,0.02839,0.03315,0.0,0.0
42,186,37,6,96,84,9,9,36,20,2,4,54,48,17,7,2,42,0.00301,0.02806,0.03206,0.03226,0.0,0.0
43,193,41,6,105,82,10,8,38,21,2,4,56,44,20,6,2,49,0.00334,0.02739,0.03507,0.03109,0.0,0.0
44,195,45,6,115,74,13,10,31,22,2,4,63,43,23,8,2,52,0.00434,0.02472,0.03841,0.03077,0.0,0.0
45,201,49,6,127,68,13,8,27,24,2,4,69,41,25,6,2,58,0.00434,0.02271,0.04242,0.02985,0.0,0.0
46,207,50,6,134,67,13,7,25,24,2,4,73,42,26,5,2,61,0.00434,0.02238,0.04476,0.02899,0.0,0.0
47,209,53,6,140,63,16,8,24,25,2,4,75,39,28,6,2,65,0.00534,0.02104,0.04676,0.02871,0.0,0.0
48,215,54,7,148,60,12,5,21,25,0,5,80,39,29,5,2,68,0.00401,0.02005,0.04945,0.03256,0.0,0.0
49,221,58,8,152,61,11,3,23,26,0,5,81,38,32,3,3,71,0.00368,0.02039,0.0508,0.0362,0.0,0.0
50,227,59,8,158,61,10,3,23,26,1,5,84,38,33,2,3,74,0.00334,0.02039,0.05281,0.03524,0.0,0.0
51,230,61,9,167,54,8,3,23,27,1,5,86,31,34,2,4,81,0.00267,0.01805,0.05583,0.03913,0.0,0.0
52,232,63,9,174,49,7,3,23,27,1,5,88,26,36,2,4,86,0.00234,0.01638,0.05817,0.03879,0.0,0.0
53,234,63,9,181,44,6,3,22,27,1,5,89,22,36,2,4,92,0.00201,0.01471,0.06051,0.03846,0.0,0.0
54,235,63,9,184,42,5,2,21,27,0,5,90,21,36,2,4,94,0.00167,0.01404,0.06152,0.0383,0.0,0.0
