Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.00167,0.0
2,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.00167,0.0
3,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
4,5,1,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0.00167,0.0
5,5,1,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0.00167,0.0
6,7,1,0,0,7,0,5,1,0,0,0,2,0,0,0,0,0.00233,0.0
7,9,2,0,0,9,0,7,2,0,0,0,2,0,0,0,0,0.003,0.0
8,11,5,0,0,11,0,9,4,0,0,0,2,1,0,0,0,0.00367,0.0
9,12,6,0,0,12,0,10,5,0,0,0,2,1,0,0,0,0.004,0.0
10,14,6,0,1,13,0,11,5,0,0,1,2,1,0,0,0,0.00433,0.0
11,14,6,0,2,12,0,9,5,0,0,2,3,1,0,0,0,0.004,0.0
12,17,7,0,2,15,2,12,6,2,0,2,3,1,0,0,0,0.005,0.0
13,21,9,0,2,19,2,16,8,2,0,2,3,1,0,0,0,0.00633,0.0
14,23,10,0,3,20,2,17,9,2,0,3,3,1,0,0,0,0.00667,0.0
15,24,11,0,5,19,2,17,10,2,0,4,2,1,0,0,1,0.00633,0.0
16,25,13,0,6,19,2,18,12,2,0,4,1,1,0,0,2,0.00633,0.0
17,25,14,1,6,18,2,17,13,2,1,4,1,1,0,0,2,0.006,0.04
18,29,14,2,7,20,2,18,13,2,2,5,2,1,0,0,2,0.00667,0.06897
19,32,17,2,7,23,2,21,15,2,2,5,2,2,0,0,2,0.00767,0.0625
20,40,19,2,9,29,2,28,17,2,2,6,1,2,0,0,3,0.00967,0.05
21,44,22,2,12,30,2,29,20,2,2,7,1,2,0,0,5,0.01,0.04545
22,52,23,2,15,35,1,30,21,1,2,10,5,2,0,0,5,0.01167,0.03846
23,54,25,2,16,36,2,31,22,2,2,11,5,3,0,0,5,0.012,0.03704
24,58,27,2,19,37,2,32,24,2,2,14,5,3,0,0,5,0.01233,0.03448
25,66,29,3,20,43,2,38,25,2,3,14,5,4,0,0,6,0.01433,0.04545
26,73,32,3,20,50,3,45,28,2,3,14,5,4,1,0,6,0.01667,0.0411
27,80,36,3,22,55,2,47,32,1,3,16,8,4,1,0,6,0.01833,0.0375
28,84,37,3,23,58,2,50,33,1,3,17,8,4,1,0,6,0.01933,0.03571
