Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,7,1,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0.0014,0.0
2,8,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0.0016,0.0
3,10,1,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0.002,0.0
4,13,1,0,0,13,0,13,1,0,0,0,0,0,0,0,0,0.0026,0.0
5,14,3,0,0,14,0,14,3,0,0,0,0,0,0,0,0,0.0028,0.0
6,14,3,0,0,14,0,14,3,0,0,0,0,0,0,0,0,0.0028,0.0
7,17,3,0,0,17,0,17,3,0,0,0,0,0,0,0,0,0.0034,0.0
8,20,3,0,1,19,1,17,3,1,0,1,2,0,0,0,0,0.0038,0.0
9,21,6,0,2,19,1,17,5,1,0,2,2,1,0,0,0,0.0038,0.0
10,24,6,0,3,21,1,18,5,1,0,3,3,1,0,0,0,0.0042,0.0
11,24,6,0,7,17,1,15,5,1,0,6,2,1,0,0,1,0.0034,0.0
12,28,7,0,8,20,2,19,6,2,0,6,1,1,0,0,2,0.004,0.0
13,32,8,0,9,23,2,21,7,2,0,7,2,1,0,0,2,0.0046,0.0
14,36,10,0,10,26,2,24,9,2,0,8,2,1,0,0,2,0.0052,0.0
15,39,13,0,11,28,2,26,12,2,0,9,2,1,0,0,2,0.0056,0.0
16,44,15,0,15,29,5,26,14,5,0,13,3,1,0,0,2,0.0058,0.0
17,53,19,0,16,37,7,33,16,7,0,14,4,3,0,0,2,0.0074,0.0
18,57,22,1,19,37,6,35,19,6,1,15,2,3,0,0,4,0.0074,0.01754
19,61,23,1,21,39,7,37,20,6,1,17,2,3,1,0,4,0.0078,0.01639
20,65,24,1,23,41,8,38,20,6,1,19,3,4,2,0,4,0.0082,0.01538
21,71,25,2,25,44,6,40,21,4,2,21,4,4,2,0,4,0.0088,0.02817
22,78,28,2,26,50,6,46,24,4,2,22,4,4,2,0,4,0.01,0.02564
23,86,31,2,31,53,8,48,27,6,2,27,5,4,2,0,4,0.0106,0.02326
24,98,37,2,33,63,9,58,32,7,2,28,5,5,2,0,5,0.0126,0.02041
25,106,43,2,37,67,7,61,37,6,2,31,6,6,1,0,6,0.0134,0.01887
