Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
2,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
3,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
4,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0.0014,0.0
5,7,1,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0.0014,0.0
6,11,1,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0.0022,0.0
7,13,2,0,0,13,0,13,2,0,0,0,0,0,0,0,0,0.0026,0.0
8,18,2,0,1,17,0,12,2,0,0,1,5,0,0,0,0,0.0034,0.0
9,21,2,0,2,19,0,14,2,0,0,2,5,0,0,0,0,0.0038,0.0
10,27,4,0,3,24,0,20,4,0,0,2,4,0,0,0,1,0.0048,0.0
11,30,4,0,4,26,2,20,4,0,0,3,6,0,2,0,1,0.0052,0.0
12,37,8,0,5,32,3,23,6,1,0,4,9,2,2,0,1,0.0064,0.0
13,44,11,0,6,38,3,28,9,1,0,5,10,2,2,0,1,0.0076,0.0
14,46,13,0,9,37,2,26,11,1,0,6,11,2,1,0,3,0.0074,0.0
15,48,16,0,12,36,4,24,13,2,0,8,12,3,2,0,4,0.0072,0.0
16,53,20,0,12,41,4,26,16,2,0,8,15,4,2,0,4,0.0082,0.0
17,54,22,0,15,39,5,24,16,3,0,10,15,6,2,0,5,0.0078,0.0
18,60,26,0,20,40,5,23,18,4,0,14,17,8,1,0,6,0.008,0.0
19,65,30,0,23,42,4,20,20,3,0,17,22,10,1,0,6,0.0084,0.0
20,65,32,0,28,37,5,19,20,5,0,18,18,12,0,0,10,0.0074,0.0
21,70,37,1,32,37,4,19,23,4,1,21,18,14,0,0,11,0.0074,0.01429
22,74,38,1,35,38,5,22,24,5,1,22,16,14,0,0,13,0.0076,0.01351
23,78,40,1,41,36,6,19,26,5,1,26,17,14,1,0,15,0.0072,0.01282
24,83,42,1,46,36,5,19,28,4,1,29,17,14,1,0,17,0.0072,0.01205
25,87,43,1,48,38,6,23,29,4,1,29,15,14,2,0,19,0.0076,0.01149
26,88,47,1,49,38,6,23,30,4,1,29,15,17,2,0,20,0.0076,0.01136
27,98,47,1,53,44,5,25,30,3,1,32,19,17,2,0,21,0.0088,0.0102
