Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.001,0.0
4,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
5,4,1,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0.00133,0.0
6,7,1,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0.00233,0.0
7,8,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0.00267,0.0
8,9,2,0,0,9,0,9,2,0,0,0,0,0,0,0,0,0.003,0.0
9,11,2,0,0,11,0,11,2,0,0,0,0,0,0,0,0,0.00367,0.0
10,15,2,0,1,14,0,14,2,0,0,1,0,0,0,0,0,0.00467,0.0
11,22,2,0,1,21,0,21,2,0,0,1,0,0,0,0,0,0.007,0.0
12,30,3,0,1,29,0,29,3,0,0,1,0,0,0,0,0,0.00967,0.0
13,37,5,0,2,35,2,35,5,2,0,2,0,0,0,0,0,0.01167,0.0
14,46,9,0,3,43,3,42,9,3,0,3,1,0,0,0,0,0.01433,0.0
15,60,13,0,3,57,3,55,13,3,0,3,2,0,0,0,0,0.019,0.0
16,75,14,0,5,70,3,65,13,3,0,5,5,1,0,0,0,0.02333,0.0
17,93,16,0,7,86,5,78,15,4,0,7,8,1,1,0,0,0.02867,0.0
18,109,23,0,11,98,7,79,21,6,0,11,19,2,1,0,0,0.03267,0.0
19,140,32,0,15,125,12,101,28,11,0,14,24,4,1,0,1,0.04167,0.0
20,192,43,0,18,174,14,136,36,11,0,16,38,7,3,0,2,0.058,0.0
21,238,51,0,22,216,19,165,42,15,0,19,51,9,4,0,3,0.072,0.0
22,321,66,0,31,290,20,216,55,14,0,28,74,11,6,0,3,0.09667,0.0
23,391,83,0,37,354,22,258,66,16,0,32,96,17,6,0,5,0.118,0.0
24,477,101,0,47,430,27,308,81,20,0,40,122,20,7,0,7,0.14333,0.0
25,574,135,0,58,516,34,347,106,26,0,48,169,29,8,0,10,0.172,0.0
26,695,176,0,72,623,36,401,130,27,0,59,222,46,9,0,13,0.20767,0.0
27,832,212,0,90,742,40,464,152,29,0,72,278,60,11,0,18,0.24733,0.0
28,1007,249,0,121,886,50,544,176,35,0,89,342,73,15,0,32,0.29533,0.0
29,1152,295,0,150,1002,62,601,208,40,0,111,401,87,22,0,39,0.334,0.0
30,1341,358,0,188,1153,86,664,244,52,0,135,489,114,34,0,53,0.38433,0.0
31,1522,438,1,245,1276,104,704,282,60,0,169,572,156,44,1,76,0.42533,0.00066
32,1722,511,1,308,1413,126,750,319,76,0,211,663,192,50,1,97,0.471,0.00058
33,1870,589,4,368,1498,147,779,364,90,2,248,719,225,57,2,120,0.49933,0.00214
34,2057,680,7,463,1587,163,809,413,100,4,304,778,267,63,3,159,0.529,0.0034
35,2202,776,8,560,1634,175,807,464,99,4,360,827,312,76,4,200,0.54467,0.00363
36,2334,885,9,661,1664,184,803,514,99,5,416,861,371,85,4,245,0.55467,0.00386
37,2456,981,10,772,1674,192,793,554,98,6,480,881,427,94,4,292,0.558,0.00407
38,2574,1074,13,914,1647,189,765,605,98,9,562,882,469,91,4,352,0.549,0.00505
39,2657,1190,14,1064,1579,180,724,659,88,9,640,855,531,92,5,424,0.52633,0.00527
40,2727,1278,14,1216,1497,177,679,697,87,9,713,818,581,90,5,503,0.499,0.00513
41,2783,1360,15,1372,1396,184,632,743,87,9,787,764,617,97,6,585,0.46533,0.00539
42,2821,1436,18,1506,1297,174,586,777,82,9,846,711,659,92,9,660,0.43233,0.00638
43,2844,1506,19,1661,1164,159,516,808,67,9,930,648,698,92,10,731,0.388,0.00668
44,2869,1551,19,1824,1026,147,450,825,60,9,1011,576,726,87,10,813,0.342,0.00662
45,2899,1600,21,1979,899,123,374,847,43,10,1092,525,753,80,11,887,0.29967,0.00724
46,2913,1638,21,2124,768,105,315,859,34,10,1154,453,779,71,11,970,0.256,0.00721
