Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.0,0.0,0,0
2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.00233,0.0,0.0,0,0
3,8,0,0,0,8,0,1,8,0,1,0,0,0,0,0,0,0,0.0,0.00267,0.0,0.0,0,0
4,8,1,0,0,8,1,2,8,1,2,0,0,0,0,0,0,0,0.00033,0.00267,0.0,0.0,0,0
5,8,2,0,0,8,2,2,8,2,2,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0,0
6,8,2,0,0,8,2,2,8,2,2,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0,0
7,8,2,0,0,8,2,2,8,2,2,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0,0
8,10,2,0,1,9,1,1,9,2,1,0,1,0,0,0,0,0,0.00033,0.003,0.00033,0.0,0,0
9,12,2,0,2,10,0,0,10,2,0,0,2,0,0,0,0,0,0.0,0.00333,0.00067,0.0,0,0
10,12,2,0,4,8,0,0,8,2,0,0,4,0,0,0,0,0,0.0,0.00267,0.00133,0.0,0,0
11,12,2,0,4,8,0,0,8,2,0,0,4,0,0,0,0,0,0.0,0.00267,0.00133,0.0,0,0
12,12,2,0,6,6,0,0,6,2,0,0,6,0,0,0,0,0,0.0,0.002,0.002,0.0,0,0
13,13,2,0,7,6,0,0,6,2,0,0,7,0,0,0,0,0,0.0,0.002,0.00233,0.0,0,0
14,18,2,0,7,11,0,0,11,2,0,0,7,0,0,0,0,0,0.0,0.00367,0.00233,0.0,0,0
15,21,2,0,7,14,0,0,14,2,0,0,7,0,0,0,0,0,0.0,0.00467,0.00233,0.0,0,0
16,24,2,0,8,16,0,0,16,2,0,0,8,0,0,0,0,0,0.0,0.00533,0.00267,0.0,0,0
17,25,2,0,10,15,0,0,15,2,0,0,10,0,0,0,0,0,0.0,0.005,0.00333,0.0,0,0
18,27,4,0,11,16,2,0,16,4,0,0,11,0,0,0,0,0,0.00067,0.00533,0.00367,0.0,0,0
19,29,4,0,11,18,2,0,18,4,0,0,11,0,0,0,0,0,0.00067,0.006,0.00367,0.0,0,0
20,31,4,0,12,19,1,0,19,4,0,0,12,0,0,0,0,0,0.00033,0.00633,0.004,0.0,0,0
21,33,5,0,14,19,1,1,19,5,1,0,14,0,0,0,0,0,0.00033,0.00633,0.00467,0.0,0,0
22,34,9,0,14,20,5,1,20,9,1,0,14,0,0,0,0,0,0.00167,0.00667,0.00467,0.0,0,0
23,34,9,0,14,20,5,2,20,9,2,0,14,0,0,0,0,0,0.00167,0.00667,0.00467,0.0,0,0
24,34,10,0,17,17,6,2,17,10,2,0,17,0,0,0,0,0,0.002,0.00567,0.00567,0.0,0,0
25,35,10,0,19,16,5,2,16,10,2,0,19,0,0,0,0,0,0.00167,0.00533,0.00633,0.0,0,0
26,35,12,0,21,14,7,2,14,12,2,0,21,0,0,0,0,0,0.00233,0.00467,0.007,0.0,0,0
27,35,12,0,23,12,5,2,10,12,2,0,23,2,0,0,0,0,0.00167,0.004,0.00767,0.0,0,0
28,40,12,1,25,14,3,1,13,12,1,1,24,1,0,0,0,1,0.001,0.00467,0.00834,0.025,0,0
29,40,12,1,28,11,2,1,10,12,1,1,27,1,0,0,0,1,0.00067,0.00367,0.00934,0.025,0,0
30,40,12,1,30,9,0,0,9,12,0,1,28,0,0,0,0,2,0.0,0.003,0.01,0.025,0,0
31,40,12,1,31,8,0,1,8,12,1,1,29,0,0,0,0,2,0.0,0.00267,0.01034,0.025,0,0
32,41,13,1,32,8,1,2,8,13,2,1,30,0,0,0,0,2,0.00033,0.00267,0.01067,0.02439,0,0
33,43,16,1,33,9,4,2,9,16,2,1,31,0,0,0,0,2,0.00133,0.003,0.011,0.02326,0,0
34,43,16,1,34,8,4,2,8,16,2,1,32,0,0,0,0,2,0.00133,0.00267,0.01134,0.02326,0,0
35,43,16,1,34,8,4,3,8,16,3,1,32,0,0,0,0,2,0.00133,0.00267,0.01134,0.02326,0,0
36,44,18,1,34,9,6,3,9,18,3,1,32,0,0,0,0,2,0.002,0.003,0.01134,0.02273,0,0
37,44,18,1,34,9,6,3,9,18,3,1,32,0,0,0,0,2,0.002,0.003,0.01134,0.02273,0,0
38,45,18,1,36,8,4,1,8,18,1,1,34,0,0,0,0,2,0.00133,0.00267,0.012,0.02222,0,0
39,45,18,2,37,6,3,0,5,18,0,2,35,1,0,0,0,2,0.001,0.002,0.01234,0.04444,0,0
40,45,18,2,38,5,2,0,4,18,0,2,36,1,0,0,0,2,0.00067,0.00167,0.01268,0.04444,0,0
41,46,18,2,39,5,2,0,5,18,0,2,36,0,0,0,0,3,0.00067,0.00167,0.01301,0.04348,0,0
42,46,18,2,39,5,2,0,5,18,0,2,36,0,0,0,0,3,0.00067,0.00167,0.01301,0.04348,0,0
43,48,18,2,39,7,2,0,7,18,0,2,36,0,0,0,0,3,0.00067,0.00233,0.01301,0.04167,0,0
44,49,19,2,41,6,2,0,6,19,0,2,38,0,0,0,0,3,0.00067,0.002,0.01368,0.04082,0,0
45,49,19,2,41,6,2,1,5,19,1,2,38,1,0,0,0,3,0.00067,0.002,0.01368,0.04082,0,0
46,49,19,2,41,6,2,1,5,19,1,2,38,1,0,0,0,3,0.00067,0.002,0.01368,0.04082,0,0
47,50,19,2,41,7,2,1,5,19,1,2,38,2,0,0,0,3,0.00067,0.00233,0.01368,0.04,0,0
48,50,19,2,42,6,1,0,4,19,0,2,39,2,0,0,0,3,0.00033,0.002,0.01401,0.04,0,0
