Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
4,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
6,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
7,8,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0
8,8,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0
9,11,2,0,0,11,0,11,2,0,0,0,0,0,0,0,0,0.0,0.0
10,13,3,0,1,12,0,12,3,0,0,1,0,0,0,0,0,0.0,0.0
11,21,4,0,2,19,2,19,4,2,0,2,0,0,0,0,0,0.0,0.0
12,32,6,0,2,30,2,30,6,2,0,2,0,0,0,0,0,0.01,0.0
13,47,8,0,3,44,3,44,8,3,0,3,0,0,0,0,0,0.01,0.0
14,59,10,0,4,55,4,54,10,3,0,4,1,0,1,0,0,0.01,0.0
15,74,15,0,7,67,3,62,14,2,0,7,5,1,1,0,0,0.01,0.0
16,93,17,0,7,86,5,80,16,4,0,7,6,1,1,0,0,0.02,0.0
17,121,25,1,8,112,7,98,24,5,1,8,14,1,2,0,0,0.02,0.01
18,154,34,1,12,141,10,123,32,8,1,12,18,2,2,0,0,0.03,0.01
19,211,40,1,16,194,11,170,38,9,1,16,24,2,2,0,0,0.04,0.0
20,277,52,1,22,254,15,225,49,12,1,22,29,3,3,0,0,0.05,0.0
21,371,65,1,24,346,22,297,59,17,1,24,49,6,5,0,0,0.07,0.0
22,493,90,2,33,458,24,384,81,17,2,30,74,9,7,0,3,0.09,0.0
23,657,125,2,42,613,31,498,111,22,2,37,115,14,9,0,5,0.12,0.0
24,835,169,2,56,777,33,625,145,25,2,46,152,24,8,0,10,0.16,0.0
25,1063,210,2,73,988,49,771,179,40,2,62,217,31,9,0,11,0.2,0.0
26,1294,273,2,94,1198,67,928,232,53,2,80,270,41,14,0,14,0.24,0.0
27,1583,339,2,134,1447,85,1101,281,64,2,114,346,58,21,0,20,0.29,0.0
28,1916,435,2,176,1738,118,1285,352,90,2,150,453,83,28,0,26,0.35,0.0
