Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0005,0.0,0.0,0.0,0.0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0005,0.0,0.0,0.0,0.0
3,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0005,0.0,0.0,0.0,0.0
4,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0005,0.0,0.0,0.0,0.0
5,5,0,0,0,5,0,2,5,0,2,0,0,0,0,0,0,0,0.0,0.0005,0.0,0.0,0.0,0.0
6,6,2,0,1,5,2,2,5,2,2,0,1,0,0,0,0,0,0.0002,0.0005,0.0001,0.0,0.0,0.0
7,6,2,0,1,5,2,2,5,2,2,0,1,0,0,0,0,0,0.0002,0.0005,0.0001,0.0,0.0,0.0
8,7,2,0,1,6,2,2,6,2,2,0,1,0,0,0,0,0,0.0002,0.0006,0.0001,0.0,0.0,0.0
9,8,2,0,2,6,2,2,6,2,2,0,2,0,0,0,0,0,0.0002,0.0006,0.0002,0.0,0.0,0.0
10,8,2,0,2,6,2,2,6,2,2,0,2,0,0,0,0,0,0.0002,0.0006,0.0002,0.0,0.0,0.0
11,8,2,0,2,6,2,2,6,2,2,0,2,0,0,0,0,0,0.0002,0.0006,0.0002,0.0,0.0,0.0
12,9,2,0,5,4,0,0,4,2,0,0,5,0,0,0,0,0,0.0,0.0004,0.0005,0.0,0.0,0.0
13,11,2,0,5,6,0,0,6,2,0,0,5,0,0,0,0,0,0.0,0.0006,0.0005,0.0,0.0,0.0
14,11,2,0,5,6,0,0,6,2,0,0,5,0,0,0,0,0,0.0,0.0006,0.0005,0.0,0.0,0.0
15,11,3,0,5,6,1,0,4,2,0,0,5,2,1,0,0,0,0.0001,0.0006,0.0005,0.0,0.0,0.0
16,11,3,0,5,6,1,0,4,2,0,0,5,2,1,0,0,0,0.0001,0.0006,0.0005,0.0,0.0,0.0
17,12,3,0,6,6,1,0,5,2,0,0,5,1,1,0,0,1,0.0001,0.0006,0.0006,0.0,0.0,0.0
18,13,3,0,7,6,0,0,6,2,0,0,5,0,1,0,0,2,0.0,0.0006,0.0007,0.0,0.0,0.0
19,14,3,0,7,7,0,0,7,2,0,0,5,0,1,0,0,2,0.0,0.0007,0.0007,0.0,0.0,0.0
20,14,3,0,7,7,0,0,7,2,0,0,5,0,1,0,0,2,0.0,0.0007,0.0007,0.0,0.0,0.0
21,14,3,0,8,6,0,0,6,2,0,0,6,0,1,0,0,2,0.0,0.0006,0.0008,0.0,0.0,0.0
22,17,3,0,9,8,0,0,8,2,0,0,7,0,1,0,0,2,0.0,0.0008,0.0009,0.0,0.0,0.0
23,19,3,0,11,8,0,1,8,2,1,0,9,0,1,0,0,2,0.0,0.0008,0.0011,0.0,0.0,0.0
24,19,4,0,11,8,1,1,8,3,1,0,9,0,1,0,0,2,0.0001,0.0008,0.0011,0.0,0.0,0.0
25,21,4,0,11,10,1,1,10,3,1,0,9,0,1,0,0,2,0.0001,0.001,0.0011,0.0,0.0,0.0
26,23,4,0,11,12,1,1,12,3,1,0,9,0,1,0,0,2,0.0001,0.0012,0.0011,0.0,0.0,0.0
27,25,4,0,11,14,1,1,14,3,1,0,9,0,1,0,0,2,0.0001,0.0014,0.0011,0.0,0.0,0.0
28,30,4,0,13,17,0,1,17,3,1,0,11,0,1,0,0,2,0.0,0.0017,0.0013,0.0,0.0,0.0
29,34,5,0,13,21,1,1,21,4,1,0,11,0,1,0,0,2,0.0001,0.0021,0.0013,0.0,0.0,0.0
30,37,5,0,14,23,1,1,23,4,1,0,12,0,1,0,0,2,0.0001,0.0023,0.0014,0.0,0.0,0.0
31,41,5,0,14,27,1,1,27,4,1,0,12,0,1,0,0,2,0.0001,0.0027,0.0014,0.0,0.0,0.0
32,43,6,1,16,26,1,0,26,5,0,1,14,0,1,0,0,2,0.0001,0.0026,0.0016,0.02326,0.0,0.0
33,45,7,1,16,28,2,0,28,6,0,1,14,0,1,0,0,2,0.0002,0.0028,0.0016,0.02222,0.0,0.0
34,52,8,1,18,33,2,1,33,7,1,1,16,0,1,0,0,2,0.0002,0.0033,0.0018,0.01923,0.0,0.0
35,58,9,1,20,37,3,1,37,8,1,1,18,0,1,0,0,2,0.0003,0.0037,0.002,0.01724,0.0,0.0
36,60,9,1,22,37,3,1,36,8,1,1,20,1,1,0,0,2,0.0003,0.0037,0.0022,0.01667,0.0,0.0
37,64,9,1,23,40,3,1,39,8,1,1,20,1,1,0,0,3,0.0003,0.004,0.0023,0.01562,0.0,0.0
38,65,9,1,26,38,2,1,33,8,1,1,22,5,1,0,0,4,0.0002,0.0038,0.0026,0.01538,0.0,0.0
39,68,9,1,29,38,1,0,34,8,0,1,24,4,1,0,0,5,0.0001,0.0038,0.0029,0.01471,0.0,0.0
40,70,9,1,32,37,1,1,33,8,0,1,27,4,1,1,0,5,0.0001,0.0037,0.0032,0.01429,0.0,0.0
41,78,10,1,38,39,2,2,36,8,1,1,32,3,2,1,0,6,0.0002,0.0039,0.0038,0.01282,0.0,0.0
42,83,11,1,40,42,3,2,39,9,1,1,34,3,2,1,0,6,0.0003,0.0042,0.004,0.01205,0.0,0.0
43,90,11,1,45,44,3,3,41,9,2,1,39,3,2,1,0,6,0.0003,0.0044,0.0045,0.01111,0.0,0.0
44,96,12,1,49,46,2,1,43,10,1,1,42,3,2,0,0,7,0.0002,0.0046,0.0049,0.01042,0.0,0.0
45,101,13,1,55,45,2,3,43,11,3,1,47,2,2,0,0,8,0.0002,0.0045,0.0055,0.0099,0.0,0.0
46,105,17,1,56,48,6,4,45,15,4,1,48,3,2,0,0,8,0.0006,0.0048,0.0056,0.00952,0.0,0.0
47,112,19,1,61,50,5,5,45,17,5,1,53,5,2,0,0,8,0.0005,0.005,0.0061,0.00893,0.0,0.0
48,116,21,1,65,50,6,4,45,19,4,1,57,5,2,0,0,8,0.0006,0.005,0.0065,0.00862,0.0,0.0
49,121,22,1,67,53,7,5,48,20,5,1,59,5,2,0,0,8,0.0007,0.0053,0.0067,0.00826,0.0,0.0
50,128,23,1,72,55,7,6,51,21,6,1,63,4,2,0,0,9,0.0007,0.0055,0.0072,0.00781,0.0,0.0
51,139,25,1,76,62,6,4,57,23,4,1,67,5,2,0,0,9,0.0006,0.0062,0.0076,0.00719,0.0,0.0
52,153,25,1,80,72,5,6,66,23,6,1,71,6,2,0,0,9,0.0005,0.0072,0.008,0.00654,0.0,0.0
53,162,29,1,81,80,9,6,72,26,6,1,72,8,3,0,0,9,0.0009,0.008,0.0081,0.00617,0.0,0.0
54,167,32,1,88,78,9,3,69,29,3,1,78,9,3,0,0,10,0.0009,0.0078,0.0088,0.00599,0.0,0.0
55,174,34,1,95,78,7,6,66,31,5,1,84,12,3,1,0,11,0.0007,0.0078,0.0095,0.00575,0.0,0.0
56,185,38,1,105,79,9,8,67,34,7,1,92,12,4,1,0,13,0.0009,0.0079,0.0105,0.00541,0.0,0.0
57,197,44,2,109,86,14,7,71,40,6,2,96,15,4,1,0,13,0.0014,0.0086,0.0109,0.01015,0.0,0.0
58,213,45,2,112,99,15,8,81,40,7,2,99,18,5,1,0,13,0.0015,0.0099,0.0112,0.00939,0.0,0.0
59,229,47,2,112,115,17,9,95,42,7,2,99,20,5,2,0,13,0.0017,0.0115,0.0112,0.00873,0.0,0.0
60,246,49,5,123,118,9,5,96,43,2,5,109,22,6,3,0,14,0.0009,0.01181,0.01231,0.02033,0.0,0.0
61,258,52,5,131,122,11,7,101,44,3,5,115,21,8,4,0,16,0.0011,0.01221,0.01311,0.01938,0.0,0.0
62,280,56,5,142,133,14,7,109,46,3,5,124,24,10,4,0,18,0.0014,0.01331,0.01421,0.01786,0.0,0.0
63,300,58,5,150,145,12,9,116,47,4,5,132,29,11,5,0,18,0.0012,0.01451,0.01501,0.01667,0.0,0.0
64,311,64,6,156,149,16,11,118,52,5,6,136,31,12,6,0,20,0.0016,0.01491,0.01561,0.01929,0.0,0.0
65,327,69,6,166,155,19,14,119,57,10,6,144,36,12,4,0,22,0.0019,0.01551,0.01661,0.01835,0.0,0.0
66,356,74,6,177,173,22,14,127,62,10,6,154,46,12,4,0,23,0.0022,0.01731,0.01771,0.01685,0.0,0.0
67,380,76,7,190,183,22,14,134,64,10,7,165,49,12,4,0,25,0.0022,0.01831,0.01901,0.01842,0.0,0.0
68,408,81,7,196,205,24,15,151,68,10,7,169,54,13,5,0,27,0.0024,0.02051,0.01961,0.01716,0.0,0.0
69,434,85,8,216,210,21,13,160,70,11,7,182,50,15,2,1,34,0.0021,0.02102,0.02162,0.01843,0.0,0.0
70,459,87,9,230,220,17,11,170,72,8,8,194,50,15,3,1,36,0.0017,0.02202,0.02302,0.01961,0.0,0.0
71,489,93,9,245,235,20,17,183,76,15,8,205,52,17,2,1,40,0.002,0.02352,0.02452,0.0184,0.0,0.0
72,522,101,10,261,251,22,17,188,84,14,9,218,63,17,3,1,43,0.0022,0.02513,0.02613,0.01916,0.0,0.0
73,553,108,10,278,265,24,19,190,88,17,9,231,75,20,2,1,47,0.0024,0.02653,0.02783,0.01808,0.0,0.0
74,589,117,11,300,278,29,21,199,96,20,9,249,79,21,1,2,51,0.0029,0.02783,0.03003,0.01868,0.0,0.0
