Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.00133,0.0
4,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.00167,0.0
5,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
6,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
7,6,1,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0.002,0.0
8,10,2,0,0,10,0,10,2,0,0,0,0,0,0,0,0,0.00333,0.0
9,11,2,0,2,9,0,9,2,0,0,2,0,0,0,0,0,0.003,0.0
10,11,2,0,2,9,0,9,2,0,0,2,0,0,0,0,0,0.003,0.0
11,11,2,0,2,9,0,9,2,0,0,2,0,0,0,0,0,0.003,0.0
12,11,2,0,2,9,0,9,2,0,0,2,0,0,0,0,0,0.003,0.0
13,11,3,0,2,9,0,9,3,0,0,2,0,0,0,0,0,0.003,0.0
14,12,4,0,3,9,0,8,4,0,0,3,1,0,0,0,0,0.003,0.0
15,14,4,0,6,8,0,7,4,0,0,6,1,0,0,0,0,0.00267,0.0
16,15,5,0,6,9,0,8,5,0,0,6,1,0,0,0,0,0.003,0.0
17,17,5,0,7,10,0,8,5,0,0,7,2,0,0,0,0,0.00333,0.0
18,18,6,0,8,10,0,9,5,0,0,7,1,1,0,0,1,0.00333,0.0
19,20,6,0,9,11,0,10,5,0,0,8,1,1,0,0,1,0.00367,0.0
20,22,8,0,9,13,1,12,7,1,0,8,1,1,0,0,1,0.00433,0.0
21,26,9,0,10,16,2,15,8,2,0,9,1,1,0,0,1,0.00533,0.0
22,32,11,0,10,22,2,20,10,2,0,9,2,1,0,0,1,0.00733,0.0
23,36,12,0,12,24,2,22,11,2,0,10,2,1,0,0,2,0.008,0.0
24,42,13,0,15,27,1,22,12,1,0,13,5,1,0,0,2,0.009,0.0
25,44,14,0,15,29,2,23,13,2,0,13,6,1,0,0,2,0.00967,0.0
26,47,17,0,16,31,2,24,15,2,0,14,7,2,0,0,2,0.01033,0.0
27,52,18,0,17,35,3,27,16,3,0,15,8,2,0,0,2,0.01167,0.0
28,59,21,0,18,41,3,30,18,3,0,16,11,3,0,0,2,0.01367,0.0
29,64,22,0,21,43,2,31,19,2,0,18,12,3,0,0,3,0.01433,0.0
30,71,25,0,22,49,2,34,21,2,0,19,15,4,0,0,3,0.01633,0.0
31,73,26,0,26,47,2,34,22,2,0,20,13,4,0,0,6,0.01567,0.0
32,79,27,0,28,51,4,35,23,4,0,21,16,4,0,0,7,0.017,0.0
33,83,31,0,29,54,4,37,26,4,0,22,17,5,0,0,7,0.018,0.0
34,91,33,0,36,55,3,36,28,3,0,28,19,5,0,0,8,0.01833,0.0
35,96,38,0,38,58,3,36,32,3,0,30,22,6,0,0,8,0.01933,0.0
36,103,44,0,47,56,2,33,37,2,0,38,23,7,0,0,9,0.01867,0.0
37,121,47,0,53,68,1,43,39,1,0,44,25,8,0,0,9,0.02267,0.0
38,137,52,0,55,82,3,54,42,2,0,45,28,10,1,0,10,0.02733,0.0
39,145,60,0,57,88,3,58,45,2,0,46,30,15,1,0,11,0.02933,0.0
40,160,64,1,65,94,4,63,47,2,1,50,31,17,2,0,15,0.03133,0.00625
41,170,72,1,68,101,6,67,53,4,1,52,34,19,2,0,16,0.03367,0.00588
42,191,77,1,73,117,5,80,58,4,1,54,37,19,1,0,19,0.039,0.00524
43,208,82,1,83,124,8,87,62,6,1,60,37,20,2,0,23,0.04133,0.00481
44,225,89,1,88,136,9,95,66,7,1,63,41,23,2,0,25,0.04533,0.00444
45,244,97,1,94,149,10,106,71,8,1,65,43,26,2,0,29,0.04967,0.0041
46,272,108,1,97,174,9,123,79,7,1,68,51,29,2,0,29,0.058,0.00368
47,301,115,1,109,191,12,135,83,9,1,75,56,32,3,0,34,0.06367,0.00332
48,333,126,1,126,206,11,150,92,9,1,89,56,34,2,0,37,0.06867,0.003
49,366,134,1,142,223,12,163,97,10,1,100,60,37,2,0,42,0.07433,0.00273
50,404,142,1,153,250,15,182,105,12,1,107,68,37,3,0,46,0.08333,0.00248
51,434,161,1,169,264,11,192,117,9,1,118,72,44,2,0,51,0.088,0.0023
52,478,173,1,186,291,14,202,127,9,1,130,89,46,5,0,56,0.097,0.00209
53,504,190,1,201,302,19,208,138,13,1,139,94,52,6,0,62,0.10067,0.00198
