Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.00067,0.0
3,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
4,4,1,0,0,4,0,2,1,0,0,0,2,0,0,0,0,0.00133,0.0
5,5,1,0,0,5,0,3,1,0,0,0,2,0,0,0,0,0.00167,0.0
6,7,1,0,0,7,0,4,1,0,0,0,3,0,0,0,0,0.00233,0.0
7,9,1,0,0,9,0,5,1,0,0,0,4,0,0,0,0,0.003,0.0
8,12,2,0,0,12,0,5,1,0,0,0,7,1,0,0,0,0.004,0.0
9,14,2,0,1,13,0,5,1,0,0,0,8,1,0,0,1,0.00433,0.0
10,18,3,0,2,16,0,5,2,0,0,1,11,1,0,0,1,0.00533,0.0
11,23,3,0,2,21,0,6,2,0,0,1,15,1,0,0,1,0.007,0.0
12,30,6,0,3,27,0,7,4,0,0,1,20,2,0,0,2,0.009,0.0
13,39,9,0,3,36,2,8,4,1,0,1,28,5,1,0,2,0.012,0.0
14,48,12,0,4,44,4,8,5,1,0,2,36,7,3,0,2,0.01467,0.0
15,58,15,0,4,54,4,6,5,1,0,2,48,10,3,0,2,0.018,0.0
16,68,17,0,7,61,4,9,5,1,0,2,52,12,3,0,5,0.02033,0.0
17,80,22,0,9,71,7,12,5,1,0,2,59,17,6,0,7,0.02367,0.0
18,96,27,0,10,86,7,16,6,1,0,2,70,21,6,0,8,0.02867,0.0
19,119,30,0,11,108,7,25,7,1,0,2,83,23,6,0,9,0.036,0.0
20,137,35,0,21,116,5,31,7,0,0,3,85,28,5,0,18,0.03867,0.0
21,167,39,0,25,142,6,39,8,0,0,4,103,31,6,0,21,0.04733,0.0
22,194,46,0,31,163,9,49,9,0,0,6,114,37,9,0,25,0.05433,0.0
23,228,58,0,39,189,10,61,12,1,0,9,128,46,9,0,30,0.063,0.0
24,272,72,0,46,226,15,72,14,3,0,9,154,58,12,0,37,0.07533,0.0
25,315,100,0,54,261,18,89,26,4,0,13,172,74,14,0,41,0.087,0.0
26,334,117,0,65,269,24,92,32,7,0,16,177,85,17,0,49,0.08967,0.0
27,355,131,1,76,278,26,96,35,9,0,21,182,96,17,1,55,0.09267,0.00282
28,375,147,1,88,286,34,101,38,10,0,27,185,109,24,1,61,0.09533,0.00267
29,394,166,2,103,289,39,100,44,11,0,34,189,122,28,2,69,0.09633,0.00508
30,413,184,2,120,291,43,102,52,13,0,38,189,132,30,2,82,0.097,0.00484
31,432,199,2,150,280,41,93,60,11,0,51,187,139,30,2,99,0.09333,0.00463
32,450,216,3,176,271,38,89,67,9,0,62,182,149,29,3,114,0.09033,0.00667
33,463,228,5,207,251,36,85,71,8,1,68,166,157,28,4,139,0.08367,0.0108
34,480,240,7,231,242,34,81,74,8,1,79,161,166,26,6,152,0.08067,0.01458
35,492,252,9,254,229,33,72,76,8,2,88,157,176,25,7,166,0.07633,0.01829
36,506,262,9,282,215,31,69,79,9,2,97,146,183,22,7,185,0.07167,0.01779
37,521,268,10,302,209,28,70,80,9,2,103,139,188,19,8,199,0.06967,0.01919
38,530,275,12,326,192,24,67,82,9,2,109,125,193,15,10,217,0.064,0.02264
39,541,282,12,350,179,25,64,83,9,2,117,115,199,16,10,233,0.05967,0.02218
40,551,292,17,374,160,17,64,88,6,4,123,96,204,11,13,251,0.05333,0.03085
41,561,299,17,391,153,18,67,92,6,4,129,86,207,12,13,262,0.051,0.0303
42,569,305,17,414,138,16,60,93,5,4,137,78,212,11,13,277,0.046,0.02988
43,580,315,18,430,132,18,60,100,6,4,142,72,215,12,14,288,0.044,0.03103
44,588,323,18,443,127,14,57,103,6,4,146,70,220,8,14,297,0.04233,0.03061
45,596,329,19,459,118,12,56,106,6,4,150,62,223,6,15,309,0.03933,0.03188
46,602,340,20,475,107,10,51,110,6,4,157,56,230,4,16,318,0.03567,0.03322
47,604,347,20,484,100,9,48,113,6,4,159,52,234,3,16,325,0.03333,0.03311
