Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
2,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
3,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0.001,0.0
4,7,0,0,0,7,0,6,0,0,0,0,1,0,0,0,0,0.0014,0.0
5,10,1,0,0,10,1,7,1,1,0,0,3,0,0,0,0,0.002,0.0
6,11,3,0,0,11,1,8,2,1,0,0,3,1,0,0,0,0.0022,0.0
7,13,6,0,0,13,1,9,5,1,0,0,4,1,0,0,0,0.0026,0.0
8,15,6,0,0,15,1,11,5,1,0,0,4,1,0,0,0,0.003,0.0
9,16,6,0,1,15,1,11,5,1,0,1,4,1,0,0,0,0.003,0.0
10,19,6,0,2,17,2,11,5,1,0,2,6,1,1,0,0,0.0034,0.0
11,22,8,0,2,20,4,12,6,3,0,2,8,2,1,0,0,0.004,0.0
12,26,10,1,4,21,4,13,8,3,1,3,8,2,1,0,1,0.0042,0.03846
13,29,11,1,4,24,5,14,9,3,1,3,10,2,2,0,1,0.0048,0.03448
14,37,12,1,5,31,4,16,9,3,1,3,15,3,1,0,2,0.0062,0.02703
15,38,15,2,6,30,3,16,11,2,2,4,14,4,1,0,2,0.006,0.05263
16,43,16,2,8,33,3,17,12,1,2,6,16,4,2,0,2,0.0066,0.04651
17,55,20,2,10,43,3,19,14,1,2,7,24,6,2,0,3,0.0086,0.03636
18,61,22,2,15,44,4,15,15,1,2,12,29,7,3,0,3,0.0088,0.03279
19,68,24,2,17,49,4,18,16,1,2,12,31,8,3,0,5,0.0098,0.02941
20,77,27,2,18,57,7,18,18,3,2,13,39,9,4,0,5,0.0114,0.02597
21,91,36,2,20,69,8,20,21,3,2,13,49,15,5,0,7,0.0138,0.02198
22,100,39,2,23,75,7,20,22,3,2,14,55,17,4,0,9,0.015,0.02
23,107,41,2,29,76,8,20,22,2,2,16,56,19,6,0,13,0.0152,0.01869
24,115,49,2,32,81,6,25,24,1,2,18,56,25,5,0,14,0.0162,0.01739
25,127,53,2,39,86,3,24,25,0,2,20,62,28,3,0,19,0.0172,0.01575
26,142,56,2,44,96,6,22,25,1,2,23,74,31,5,0,21,0.0192,0.01408
27,160,64,2,50,108,7,20,28,1,2,26,88,36,6,0,24,0.0216,0.0125
