Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.0,0.0,0,0
2,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.00233,0.0,0.0,0,0
3,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.00267,0.0,0.0,0,0
4,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0.0,0.00367,0.0,0.0,0,0
5,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0.0,0.004,0.0,0.0,0,0
6,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0.0,0.00433,0.0,0.0,0,0
7,14,0,0,2,12,0,0,12,0,0,0,2,0,0,0,0,0,0.0,0.004,0.00067,0.0,0,0
8,16,0,0,3,13,0,0,13,0,0,0,3,0,0,0,0,0,0.0,0.00433,0.001,0.0,0,0
9,17,1,0,5,12,1,0,9,0,0,0,5,3,1,0,0,0,0.00033,0.004,0.00167,0.0,0,0
10,18,2,0,6,12,2,0,8,1,0,0,6,4,1,0,0,0,0.00067,0.004,0.002,0.0,0,0
11,19,2,0,7,12,1,0,7,1,0,0,7,5,1,0,0,0,0.00033,0.004,0.00233,0.0,0,0
12,24,2,0,9,15,1,0,7,1,0,0,9,8,1,0,0,0,0.00033,0.005,0.003,0.0,0,0
13,25,2,0,9,16,1,0,7,1,0,0,9,9,1,0,0,0,0.00033,0.00533,0.003,0.0,0,0
14,28,2,0,11,17,1,0,5,1,0,0,11,12,1,0,0,0,0.00033,0.00567,0.00367,0.0,0,0
15,29,2,0,13,16,0,1,8,1,1,0,11,8,1,0,0,2,0.0,0.00533,0.00433,0.0,0,0
16,30,3,0,14,16,1,1,8,2,1,0,12,8,1,0,0,2,0.00033,0.00533,0.00467,0.0,0,0
17,31,4,0,15,16,2,2,7,3,1,0,13,9,1,1,0,2,0.00067,0.00533,0.005,0.0,0,0
18,33,5,0,15,18,3,2,7,3,1,0,13,11,2,1,0,2,0.001,0.006,0.005,0.0,0,0
19,34,5,0,15,19,3,2,8,3,1,0,13,11,2,1,0,2,0.001,0.00633,0.005,0.0,0,0
20,36,5,0,17,19,3,3,9,3,2,0,13,10,2,1,0,4,0.001,0.00633,0.00567,0.0,0,0
21,39,6,0,19,20,3,3,11,4,2,0,13,9,2,1,0,6,0.001,0.00667,0.00633,0.0,0,0
22,42,7,0,21,21,3,3,12,4,2,0,15,9,3,1,0,6,0.001,0.007,0.007,0.0,0,0
23,46,8,0,24,22,3,2,13,5,1,0,18,9,3,1,0,6,0.001,0.00733,0.008,0.0,0,0
24,49,8,0,26,23,3,2,14,5,1,0,19,9,3,1,0,7,0.001,0.00767,0.00867,0.0,0,0
25,52,8,1,27,24,2,1,13,5,0,1,20,11,3,1,0,7,0.00067,0.008,0.009,0.01923,0,0
26,54,9,1,27,26,3,2,13,6,0,1,20,13,3,2,0,7,0.001,0.00867,0.009,0.01852,0,0
27,59,10,1,27,31,4,3,14,6,1,1,20,17,4,2,0,7,0.00133,0.01034,0.009,0.01695,0,0
28,63,11,1,27,35,5,4,16,7,2,1,20,19,4,2,0,7,0.00167,0.01167,0.009,0.01587,0,0
29,68,12,1,30,37,5,3,19,8,2,1,21,18,4,1,0,9,0.00167,0.01234,0.01,0.01471,0,0
30,72,12,1,33,38,3,2,18,8,2,1,23,20,4,0,0,10,0.001,0.01267,0.011,0.01389,0,0
31,76,13,1,39,36,4,2,19,9,2,1,25,17,4,0,0,14,0.00133,0.012,0.013,0.01316,0,0
32,80,13,1,41,38,4,2,20,9,2,1,25,18,4,0,0,16,0.00133,0.01267,0.01367,0.0125,0,0
33,84,13,1,45,38,4,3,21,9,3,1,27,17,4,0,0,18,0.00133,0.01267,0.01501,0.0119,0,0
34,90,15,1,48,41,4,1,19,10,1,1,29,22,5,0,0,19,0.00133,0.01367,0.01601,0.01111,0,0
35,100,16,1,50,49,4,2,22,10,1,1,31,27,6,1,0,19,0.00133,0.01634,0.01667,0.01,0,0
36,107,17,1,53,53,5,2,24,10,1,1,32,29,7,1,0,21,0.00167,0.01767,0.01767,0.00935,0,0
37,113,17,1,57,55,4,3,22,10,1,1,35,33,7,2,0,22,0.00133,0.01834,0.01901,0.00885,0,0
38,121,17,1,60,60,3,3,27,10,1,1,35,33,7,2,0,25,0.001,0.02001,0.02001,0.00826,0,0
39,128,19,1,63,64,5,3,26,10,1,1,37,38,9,2,0,26,0.00167,0.02134,0.02101,0.00781,0,0
40,135,19,1,69,65,4,2,25,10,0,1,41,40,9,2,0,28,0.00133,0.02167,0.02301,0.00741,0,0
41,141,19,1,74,66,3,3,26,10,1,1,43,40,9,2,0,31,0.001,0.02201,0.02467,0.00709,0,0
42,148,21,1,77,70,5,4,28,11,2,1,43,42,10,2,0,34,0.00167,0.02334,0.02568,0.00676,0,0
43,151,22,1,84,66,4,3,30,12,2,1,46,36,10,1,0,38,0.00133,0.02201,0.02801,0.00662,0,0
44,160,22,1,86,73,4,3,33,12,2,1,46,40,10,1,0,40,0.00133,0.02434,0.02868,0.00625,0,0
45,171,22,2,91,78,2,1,35,12,1,1,50,43,10,0,1,41,0.00067,0.02602,0.03035,0.0117,0,0
46,183,23,2,102,79,2,1,37,13,1,1,55,42,10,0,1,47,0.00067,0.02635,0.03402,0.01093,0,0
47,190,24,2,111,77,3,2,36,14,1,1,58,41,10,1,1,53,0.001,0.02568,0.03702,0.01053,0,0
48,204,27,2,117,85,6,3,37,15,2,1,61,48,12,1,1,56,0.002,0.02835,0.03903,0.0098,0,0
