Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0.0,0.0
2,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.0,0.0,0.0,0.0
3,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.00233,0.0,0.0,0.0,0.0
4,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.00233,0.0,0.0,0.0,0.0
5,7,1,0,0,7,1,0,7,1,0,0,0,0,0,0,0,0,0.00033,0.00233,0.0,0.0,0.0,0.0
6,8,1,0,0,8,1,1,8,1,1,0,0,0,0,0,0,0,0.00033,0.00267,0.0,0.0,0.0,0.0
7,8,2,0,0,8,2,1,8,2,1,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0.0,0.0
8,8,2,0,0,8,2,1,8,2,1,0,0,0,0,0,0,0,0.00067,0.00267,0.0,0.0,0.0,0.0
9,9,2,0,0,9,2,1,9,2,1,0,0,0,0,0,0,0,0.00067,0.003,0.0,0.0,0.0,0.0
10,10,2,0,0,10,2,1,10,2,1,0,0,0,0,0,0,0,0.00067,0.00333,0.0,0.0,0.0,0.0
11,12,2,0,1,11,1,0,11,2,0,0,1,0,0,0,0,0,0.00033,0.00367,0.00033,0.0,0.0,0.0
12,13,2,0,1,12,1,0,12,2,0,0,1,0,0,0,0,0,0.00033,0.004,0.00033,0.0,0.0,0.0
13,13,2,0,1,12,1,0,12,2,0,0,1,0,0,0,0,0,0.00033,0.004,0.00033,0.0,0.0,0.0
14,13,2,0,2,11,1,0,11,2,0,0,2,0,0,0,0,0,0.00033,0.00367,0.00067,0.0,0.0,0.0
15,14,2,0,3,11,1,0,11,2,0,0,3,0,0,0,0,0,0.00033,0.00367,0.001,0.0,0.0,0.0
16,15,2,0,5,10,0,0,10,2,0,0,5,0,0,0,0,0,0.0,0.00333,0.00167,0.0,0.0,0.0
17,17,2,0,7,10,0,0,10,2,0,0,7,0,0,0,0,0,0.0,0.00333,0.00233,0.0,0.0,0.0
18,17,3,0,8,9,1,0,9,3,0,0,8,0,0,0,0,0,0.00033,0.003,0.00267,0.0,0.0,0.0
19,17,3,0,9,8,1,0,8,3,0,0,9,0,0,0,0,0,0.00033,0.00267,0.003,0.0,0.0,0.0
20,18,3,0,10,8,1,0,8,3,0,0,10,0,0,0,0,0,0.00033,0.00267,0.00333,0.0,0.0,0.0
21,21,3,0,10,11,1,0,11,3,0,0,10,0,0,0,0,0,0.00033,0.00367,0.00333,0.0,0.0,0.0
22,22,3,0,11,11,0,0,11,3,0,0,11,0,0,0,0,0,0.0,0.00367,0.00367,0.0,0.0,0.0
23,25,3,0,12,13,0,1,13,3,1,0,12,0,0,0,0,0,0.0,0.00433,0.004,0.0,0.0,0.0
24,25,4,0,13,12,1,1,12,4,1,0,13,0,0,0,0,0,0.00033,0.004,0.00433,0.0,0.0,0.0
25,30,4,0,13,17,1,1,16,4,1,0,13,1,0,0,0,0,0.00033,0.00567,0.00433,0.0,0.0,0.0
26,31,6,0,13,18,3,2,16,5,2,0,13,2,1,0,0,0,0.001,0.006,0.00433,0.0,0.0,0.0
27,33,7,0,14,19,4,2,17,6,2,0,14,2,1,0,0,0,0.00133,0.00633,0.00467,0.0,0.0,0.0
28,33,7,1,16,16,2,1,15,6,1,1,15,1,1,0,0,1,0.00067,0.00534,0.00534,0.0303,0.0,0.0
