Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
3,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
4,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.002,0.0,0.0,0,0
5,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.00233,0.0,0.0,0,0
6,8,0,0,0,8,0,0,7,0,0,0,0,1,0,0,0,0,0.0,0.00267,0.0,0.0,0,0
7,8,0,0,0,8,0,0,7,0,0,0,0,1,0,0,0,0,0.0,0.00267,0.0,0.0,0,0
8,10,0,0,1,9,0,0,9,0,0,0,0,0,0,0,0,1,0.0,0.003,0.00033,0.0,0,0
9,11,0,0,1,10,0,0,10,0,0,0,0,0,0,0,0,1,0.0,0.00333,0.00033,0.0,0,0
10,11,0,0,3,8,0,0,8,0,0,0,2,0,0,0,0,1,0.0,0.00267,0.001,0.0,0,0
11,12,0,0,4,8,0,0,8,0,0,0,3,0,0,0,0,1,0.0,0.00267,0.00133,0.0,0,0
12,13,0,0,4,9,0,1,9,0,1,0,3,0,0,0,0,1,0.0,0.003,0.00133,0.0,0,0
13,16,1,0,5,11,1,1,11,1,1,0,4,0,0,0,0,1,0.00033,0.00367,0.00167,0.0,0,0
14,18,1,0,6,12,1,1,12,1,1,0,5,0,0,0,0,1,0.00033,0.004,0.002,0.0,0,0
15,21,1,0,7,14,1,1,14,1,1,0,6,0,0,0,0,1,0.00033,0.00467,0.00233,0.0,0,0
16,26,2,0,9,17,1,1,17,2,1,0,8,0,0,0,0,1,0.00033,0.00567,0.003,0.0,0,0
17,29,3,0,9,20,2,1,20,3,1,0,8,0,0,0,0,1,0.00067,0.00667,0.003,0.0,0,0
18,32,3,0,9,23,2,1,23,3,1,0,8,0,0,0,0,1,0.00067,0.00767,0.003,0.0,0,0
19,41,3,0,9,32,2,1,32,3,1,0,8,0,0,0,0,1,0.00067,0.01067,0.003,0.0,0,0
20,49,4,0,10,39,2,1,38,4,1,0,9,1,0,0,0,1,0.00067,0.013,0.00333,0.0,0,0
21,54,5,0,11,43,3,1,40,5,1,0,10,3,0,0,0,1,0.001,0.01433,0.00367,0.0,0,0
22,57,5,0,12,45,3,4,40,5,4,0,11,5,0,0,0,1,0.001,0.015,0.004,0.0,0,0
23,65,8,0,13,52,6,6,48,8,6,0,12,4,0,0,0,1,0.002,0.01733,0.00433,0.0,0,0
24,75,10,0,16,59,8,9,55,10,9,0,14,4,0,0,0,2,0.00267,0.01967,0.00533,0.0,0,0
25,86,13,0,21,65,8,7,58,13,7,0,19,7,0,0,0,2,0.00267,0.02167,0.007,0.0,0,0
