Day,Total infected,Total tested,Total deaths,Total recovered,Infected,Actual tested,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Known infected %,Infected population %,Population immunity %,Death rate,Total isolated,Isolated
1,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
2,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
3,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
4,5,0,0,0,5,0,1,5,0,1,0,0,0,0,0,0,0,0.0,0.00167,0.0,0.0,0,0
5,5,1,0,0,5,1,1,5,1,1,0,0,0,0,0,0,0,0.00033,0.00167,0.0,0.0,0,0
6,9,1,0,0,9,1,1,9,1,1,0,0,0,0,0,0,0,0.00033,0.003,0.0,0.0,0,0
7,12,1,0,0,12,1,1,12,1,1,0,0,0,0,0,0,0,0.00033,0.004,0.0,0.0,0,0
8,15,1,0,0,15,1,1,14,1,1,0,0,1,0,0,0,0,0.00033,0.005,0.0,0.0,0,0
9,16,1,1,1,14,0,0,11,1,0,1,1,3,0,0,0,0,0.0,0.00467,0.00033,0.0625,0,0
10,17,1,1,2,14,0,1,12,1,1,1,1,2,0,0,0,1,0.0,0.00467,0.00067,0.05882,0,0
11,21,3,1,3,17,2,1,15,3,1,1,2,2,0,0,0,1,0.00067,0.00567,0.001,0.04762,0,0
12,24,3,1,3,20,2,1,18,3,1,1,2,2,0,0,0,1,0.00067,0.00667,0.001,0.04167,0,0
13,28,3,1,4,23,2,2,21,3,2,1,3,2,0,0,0,1,0.00067,0.00767,0.00133,0.03571,0,0
14,32,7,1,5,26,6,3,24,7,3,1,4,2,0,0,0,1,0.002,0.00867,0.00167,0.03125,0,0
15,32,10,1,7,24,8,2,23,10,2,1,5,1,0,0,0,2,0.00267,0.008,0.00233,0.03125,0,0
16,32,10,1,7,24,8,3,22,10,2,1,5,2,0,1,0,2,0.00267,0.008,0.00233,0.03125,0,0
17,34,11,1,8,25,9,4,22,10,3,1,6,3,1,1,0,2,0.003,0.00834,0.00267,0.02941,0,0
18,37,13,1,10,26,9,3,23,12,2,1,8,3,1,1,0,2,0.003,0.00867,0.00333,0.02703,0,0
19,37,13,1,13,23,7,2,20,12,1,1,11,3,1,1,0,2,0.00233,0.00767,0.00433,0.02703,0,0
20,41,13,1,15,25,7,2,20,12,1,1,13,5,1,1,0,2,0.00233,0.00834,0.005,0.02439,0,0
21,41,13,1,17,23,6,2,19,12,1,1,14,4,1,1,0,3,0.002,0.00767,0.00567,0.02439,0,0
22,43,14,1,22,20,5,2,17,13,1,1,19,3,1,1,0,3,0.00167,0.00667,0.00734,0.02326,0,0
23,43,14,1,24,18,3,2,15,13,1,1,21,3,1,1,0,3,0.001,0.006,0.008,0.02326,0,0
24,45,14,2,26,17,2,1,15,13,1,1,23,2,1,0,1,3,0.00067,0.00567,0.00867,0.04444,0,0
